事業所番号,住所,緯度、経度,
1410051019206,神奈川県横浜市瀬谷区中屋敷２－２９－２,35.4851184,139.474585
1410051016848,神奈川県横浜市旭区今川町６０－２,35.4768221,139.5365056
1410051016996,神奈川県横浜市金沢区瀬戸２３－２１,35.3337425,139.6214629
1410051015956,神奈川県横浜市戸塚区戸塚町６００２－３９,35.4022117,139.5328735
1410051023679,神奈川県横浜市戸塚区矢部町３００１－２,35.4026958,139.5355968
1410051017143,神奈川県横浜市港北区樽町２－１３－２７,35.5313499,139.6337238
1410051023513,神奈川県横浜市鶴見区矢向６－１２－１,35.539076,139.6781966
1410051019503,神奈川県横浜市神奈川区片倉１－２３－２６,35.4874742,139.6050742
1410051024750,神奈川県横浜市鶴見区鶴見中央１－１６－５,35.5107361,139.6779086
1410051018471,神奈川県横浜市栄区笠間３－１１－８,35.361466,139.5366103
1410051013936,神奈川県横浜市中区吉浜町１－６,35.4392008,139.6426786
1410051015766,神奈川県横浜市緑区十日市場町８７１－５,35.5265183,139.5144951
1410051024545,神奈川県横浜市中区本牧町１－３６－２０,35.4311626,139.6591792
1410051019743,神奈川県横浜市都筑区牛久保西３－１２－２２,35.561573,139.5792699
1410051020204,神奈川県横浜市金沢区泥亀１－２１－１,35.3393521,139.6211387
1410051026300,神奈川県横浜市青葉区新石川３－２－５,35.5771417,139.560295
1410051014397,神奈川県横浜市青葉区柿の木台７－５,35.5489169,139.5276357
1410051018505,神奈川県横浜市瀬谷区二ツ橋町３５１－３,35.4688206,139.4961598
1410051018752,神奈川県横浜市戸塚区品濃町５６３－８,35.4353532,139.5609429
1410051014967,神奈川県横浜市緑区鴨居４－５２－１５,35.5081546,139.5644175
1410051016608,神奈川県横浜市港南区港南台５－３－１,35.3713081,139.5823165
1410051014223,神奈川県横浜市磯子区磯子４－３－１１,35.408885,139.6197488
1410051023703,神奈川県横浜市南区花之木町２－２６,35.4329863,139.6101862
1410051015212,神奈川県横浜市港北区大曽根１－７－１,35.5246515,139.632006
1410051017705,神奈川県横浜市戸塚区上矢部町２０３０－４,35.4168261,139.5322964
1410051018687,神奈川県横浜市緑区いぶき野８－１,35.5290852,139.5033386
1410051017762,神奈川県横浜市泉区和泉中央北２－２－７,35.415848,139.4994294
1410051024719,神奈川県横浜市鶴見区佃野町２－１９,35.5129505,139.6770203
1410051024941,神奈川県横浜市神奈川区六角橋２－１６－９,35.4884071,139.6237321
1410051025252,神奈川県横浜市金沢区並木１－２３－６,35.3670276,139.6401836
1410051019677,神奈川県横浜市港北区新羽町１２８５－１,35.5279707,139.611796
1410051018109,神奈川県横浜市保土ケ谷区和田１－１３－１,35.4646482,139.5887866
1410051025997,神奈川県横浜市港北区師岡町８４６－１,35.5264433,139.6437945
1410051020196,神奈川県横浜市磯子区滝頭３－１－６８,35.4207697,139.6245683
1410051020105,神奈川県横浜市港南区港南台７－２５－２８,35.369537,139.5893377
1410051024602,神奈川県横浜市港北区綱島東１－１３－２,35.536322,139.6375716
1410051014629,神奈川県横浜市瀬谷区瀬谷４－２５－２,35.4685456,139.4812242
1410051017770,神奈川県横浜市泉区中田北３－４２－２,35.4193776,139.5106941
1410051013894,神奈川県横浜市神奈川区入江１－３１－２８,35.4890311,139.6489548
1410051014405,神奈川県横浜市青葉区あざみ野１－３２－６,35.5734978,139.5501291
1410051014157,神奈川県横浜市旭区上白根２－９－１８,35.4915041,139.5394849
1410051024271,神奈川県横浜市戸塚区戸塚町４０１４－１,35.3992821,139.5315721
1410051019123,神奈川県横浜市都筑区荏田南１－９－１,35.5397378,139.559775
1410051016509,神奈川県横浜市南区井土ケ谷下町２１４－５,35.4335294,139.6021198
1410051025435,神奈川県横浜市鶴見区寺谷２－１－２０,35.5110285,139.6722683
1410051019578,神奈川県横浜市保土ケ谷区常盤台７５－３,35.477515,139.5903575
1410051024792,神奈川県横浜市神奈川区六角橋３－１－８,35.4862959,139.6232259
1410051016582,神奈川県横浜市南区庚台４８,35.4398287,139.6130804
1410051017622,神奈川県横浜市戸塚区品濃町５５０－９,35.4310517,139.5604043
1410051020329,神奈川県横浜市栄区飯島町５２７,35.3736889,139.5355624
1410051019396,神奈川県横浜市戸塚区上矢部町１６９０－１,35.4221922,139.5333791
1410051019685,神奈川県横浜市緑区中山３－４－３,35.512956,139.5437519
1410051024446,神奈川県横浜市神奈川区白楽１８－１８,35.4874231,139.6286136
1410051019081,神奈川県横浜市緑区鴨居１－３－１９,35.5106303,139.5709658
1410051014090,神奈川県横浜市保土ケ谷区上菅田町３２－１,35.4806368,139.5705605
1410051024321,神奈川県横浜市港北区大倉山２丁目１３番９号,35.5248286,139.6248012
1410051014058,神奈川県横浜市港南区日野中央３－４１－１,35.3803281,139.5908817
1410051017168,神奈川県横浜市港北区篠原町２８２３,35.5050743,139.6213104
1410051017804,神奈川県横浜市泉区中田東１－４１－２,35.4120627,139.5163987
1410051016251,神奈川県横浜市鶴見区生麦４－２５－１２,35.4951204,139.6716511
1410051019990,神奈川県横浜市鶴見区潮田町４－１４８－１,35.5038008,139.6917205
1410051024354,神奈川県横浜市港南区最戸１－２２－８,35.4145841,139.59414
1410051024420,神奈川県横浜市神奈川区金港町７－６,35.4699246,139.6269946
1410051024693,神奈川県横浜市港北区新横浜３－２－４,35.5109871,139.6213378
1410051025807,神奈川県横浜市港北区新吉田東５－７８－２４,35.5400605,139.6149652
1410051015634,神奈川県横浜市港北区日吉６－１－７,35.5456061,139.6520553
1410051018174,神奈川県横浜市金沢区能見台通２－６,35.3612197,139.629332
1410051014686,神奈川県横浜市西区久保町２２－３,35.4495925,139.6110218
1410051018091,神奈川県横浜市港南区大久保１－９－２５,35.4107122,139.5937619
1410051023596,神奈川県横浜市磯子区森５－２－２８,35.3941047,139.6097974
1410051018141,神奈川県横浜市旭区中希望が丘１４７,35.4593684,139.5106131
1410051015345,神奈川県横浜市鶴見区矢向１－４－３２,35.527746,139.6763324
1410051015808,神奈川県横浜市青葉区藤が丘１－１６－２０,35.5450646,139.5276132
1410051014959,神奈川県横浜市港北区高田西４－３５－１８,35.5549504,139.6155131
1410051024834,神奈川県横浜市神奈川区子安台２－１－８,35.4928972,139.6553327
1410051019347,神奈川県横浜市港南区港南５－２－９,35.3994648,139.5915374
1410051018521,神奈川県横浜市鶴見区矢向４－２２－１３,35.5345464,139.6814892
1410051026029,神奈川県横浜市港北区大倉山１－１０－１２,35.521847,139.6317286
1410051024800,神奈川県横浜市旭区二俣川２－５０－１４,35.4621502,139.5313934
1410051015436,神奈川県横浜市旭区市沢町８７４－４,35.4594962,139.5604587
1410051024016,神奈川県横浜市港北区綱島上町９１－１,35.53562,139.6249587
1410051018810,神奈川県横浜市神奈川区松見町１－２８－４,35.4958709,139.6406776
1410051017317,神奈川県横浜市緑区鴨居１－１３－３,35.5106928,139.5635609
1410051016343,神奈川県横浜市神奈川区金港町７－１５,35.469515,139.6264977
1410051018653,神奈川県横浜市緑区鴨居３－２－１０,35.5097255,139.5685038
1410051017820,神奈川県横浜市泉区中田南５－６－２０,35.4034261,139.5097984
1410051014066,神奈川県横浜市保土ケ谷区岩間町１－７－１４,35.452463,139.6027262
1410051023646,神奈川県横浜市港南区上大岡東２－１－３７,35.4069157,139.5971863
1410051017812,神奈川県横浜市泉区中田西３－３３－６,35.4059521,139.5030655
1410051016004,神奈川県横浜市戸塚区品濃町５１３－９,35.4273434,139.5587009
1410051025195,神奈川県横浜市神奈川区三ツ沢中町１０－１０,35.4766905,139.6085456
1410051017093,神奈川県横浜市港北区大倉山４－１－１,35.5180808,139.6251885
1410051017549,神奈川県横浜市都筑区加賀原１－２２－３０,35.5238396,139.5578575
1410051019297,神奈川県横浜市都筑区茅ヶ崎中央４０－３,35.5471594,139.5722525
1410051020295,神奈川県横浜市戸塚区汲沢１－２２－３３,35.3982293,139.5194168
1410051019909,神奈川県横浜市南区別所２－１４－１０,35.4165736,139.5919355
1410051023570,神奈川県横浜市戸塚区戸塚町２０－２,35.4013099,139.53371
1410051017721,神奈川県横浜市栄区小菅ケ谷２－２６－３,35.3650518,139.5421434
1410051025575,神奈川県横浜市磯子区森１－１－２,35.3989025,139.6178281
1410051024214,神奈川県横浜市栄区本郷台１－１４－３,35.3718137,139.5469347
1410051014025,神奈川県横浜市港南区芹が谷１－３８－１４,35.4188534,139.5751515
1410051023950,神奈川県横浜市保土ケ谷区岩間町２－１１３－１,35.4500279,139.6006109
1410051019164,神奈川県横浜市戸塚区川上町４－９,35.4290832,139.5563648
1410051019560,神奈川県横浜市保土ケ谷区坂本町１６７－５,35.4665334,139.5776975
1410051013704,神奈川県横浜市鶴見区下末吉３－６－２,35.5242194,139.6738632
1410051018976,神奈川県横浜市磯子区洋光台４－１２－１４,35.3776551,139.5992571
1410051013803,神奈川県横浜市鶴見区潮田町３－１３７－５,35.5030064,139.689062
1410051023794,神奈川県横浜市港北区綱島西２－９－８,35.534774,139.6319467
1410051024784,神奈川県横浜市戸塚区品濃町８３８－５,35.4332632,139.5560465
1410051015006,神奈川県横浜市緑区台村町１３０－１,35.5162393,139.5357888
1410051017242,神奈川県横浜市港北区高田東４－２３－１７,35.5485037,139.6194102
1410051017838,神奈川県横浜市泉区上飯田町４６１３,35.4417541,139.4834708
1410051014777,神奈川県横浜市南区南太田２－７－２１,35.4356802,139.6085698
1410051023463,神奈川県横浜市磯子区洋光台３－２８－２７,35.3805246,139.598276
1410051014140,神奈川県横浜市旭区白根２－３－１８,35.4799552,139.5568293
1410051020154,神奈川県横浜市保土ケ谷区天王町２－４２－２９,35.4553364,139.6024687
1410051015626,神奈川県横浜市港北区新羽町１０２０－１,35.5196715,139.6075511
1410051026318,神奈川県横浜市港南区笹下６－２８－９,35.3912755,139.5933236
1410051024768,神奈川県横浜市神奈川区桐畑１９－４,35.4728476,139.625984
1410051016780,神奈川県横浜市保土ケ谷区初音ケ丘４３－３２,35.4478069,139.5783933
1410051017606,神奈川県横浜市都筑区中川中央１－１７－１８,35.5511267,139.5778748
1410051018042,神奈川県横浜市中区簑沢５０－１,35.4266791,139.6376312
1410051016194,神奈川県横浜市鶴見区下末吉６－１０－３６,35.5213814,139.6663848
1410051016327,神奈川県横浜市神奈川区松見町１－１０－３,35.4959836,139.6439738
1410051017796,神奈川県横浜市泉区上飯田町８７４－１,35.4143357,139.4845633
1410051014413,神奈川県横浜市青葉区あざみ野３－１１－２７,35.5684435,139.5413209
1410051015402,神奈川県横浜市保土ケ谷区西谷町８０４－７,35.475347,139.5700857
1410051015378,神奈川県横浜市港南区丸山台３－１６－１,35.4006621,139.5677786
1410051026524,神奈川県横浜市鶴見区市場下町５－２０,35.5149052,139.6823836
1410051016772,神奈川県横浜市保土ケ谷区和田２－３－３,35.463693,139.5920954
1410051015543,神奈川県横浜市金沢区釜利谷東２－１５－８,35.342644,139.6194854
1410051025633,神奈川県横浜市港北区仲手原１－１８－１３,35.4957889,139.6341511
1410051024099,神奈川県横浜市戸塚区吉田町３００１－１－１０１,35.4020569,139.5345188
1410051019628,神奈川県横浜市港北区大倉山７－４０－２,35.518716,139.6202525
1410051019487,神奈川県横浜市鶴見区豊岡町９－３８,35.5082869,139.6736424
1410051017523,神奈川県横浜市都筑区勝田町２６６－１,35.5411969,139.5920768
1410051020451,神奈川県横浜市旭区鶴ケ峰２－６９－２４,35.4742359,139.5509778
1410051015741,神奈川県横浜市港北区大倉山１－２２－５,35.5179323,139.6309821
1410051017267,神奈川県横浜市港北区師岡町２９８,35.518682,139.6355515
1410051024701,神奈川県横浜市南区弘明寺町１４８－５,35.422777,139.599391
1410051016061,神奈川県横浜市泉区新橋町８１２－２６,35.4306492,139.5059944
1410051013993,神奈川県横浜市港南区上永谷１－３８－１８,35.4054266,139.5779306
1410051014132,神奈川県横浜市旭区さちが丘５２－７,35.4602366,139.527274
1410051023851,神奈川県横浜市鶴見区市場大和町３－１８,35.5172027,139.6865399
1410051016574,神奈川県横浜市南区六ツ川３－７７－７,35.4279783,139.5805637
1410051018885,神奈川県横浜市南区井土ケ谷下町１３－１７,35.4299537,139.6066903
1410051025146,神奈川県横浜市神奈川区子安通３－３７１,35.4894601,139.6603452
1410051018703,神奈川県横浜市青葉区市ケ尾町４９８－８,35.5401808,139.5470472
1410051016368,神奈川県横浜市西区東久保町３４－１０,35.446921,139.6043727
1410051024131,神奈川県横浜市青葉区榎が丘７－１０,35.5395666,139.5134245
1410051016897,神奈川県横浜市旭区東希望が丘１８８－１,35.4626267,139.5090109
1410051017986,神奈川県横浜市神奈川区亀住町９－５,35.4827352,139.6403733
1410051013787,神奈川県横浜市鶴見区北寺尾６－７－６,35.5123634,139.6471221
1410051018331,神奈川県横浜市青葉区藤が丘１－３６－３,35.5432174,139.5287538
1410051013720,神奈川県横浜市鶴見区鶴見中央３－１９－２０,35.5095251,139.6834838
1410051020287,神奈川県横浜市戸塚区舞岡町１９５６,35.3897962,139.5526541
1410051017085,神奈川県横浜市金沢区富岡東４－１３－４,35.3670901,139.6365612
1410051025658,神奈川県横浜市青葉区美しが丘１－８－１,35.5799621,139.5574451
1410051014165,神奈川県横浜市旭区上白根町１３０６－２８,35.5030761,139.5309031
1410051026540,神奈川県横浜市戸塚区品濃町１４７－１,35.4243517,139.5562056
1410051015980,神奈川県横浜市戸塚区川上町８８－１,35.4315474,139.5556646
1410051017473,神奈川県横浜市青葉区しらとり台１－３８,35.5391995,139.5166485
1410051014355,神奈川県横浜市緑区長津田みなみ台４－４－４,35.5209302,139.5010119
1410051023828,神奈川県横浜市鶴見区元宮一丁目１７－３９－２,35.523518,139.6830416
1410051017929,神奈川県横浜市鶴見区矢向３－１１－４８,35.536245,139.6769298
1410051019198,神奈川県横浜市瀬谷区瀬谷３－１８－２,35.4668522,139.486659
1410051024867,神奈川県横浜市緑区長津田４－１０－３１,35.5346187,139.4937647
1410051017689,神奈川県横浜市戸塚区名瀬町７７７－１４,35.430687,139.5418635
1410051016871,神奈川県横浜市旭区白根１－１４－７,35.4781364,139.5509898
1410051025401,神奈川県横浜市西区平沼２－４－１４,35.4591654,139.6164625
1410051016624,神奈川県横浜市港南区港南台７－４２－３０,35.3682852,139.5904361
1410051016160,神奈川県横浜市鶴見区鶴見中央１－２８－２,35.5084636,139.6788146
1410051017572,神奈川県横浜市都筑区南山田町４７００,35.5529568,139.5926305
1410051018414,神奈川県横浜市戸塚区上倉田町７６９－２４,35.3988453,139.5385196
1410051015691,神奈川県横浜市港北区綱島西１－２－９,35.537881,139.6354742
1410051025708,神奈川県横浜市神奈川区東神奈川２－４２－５,35.4781234,139.6370689
1410051019024,神奈川県横浜市港北区日吉本町４－１０－５２,35.5454947,139.6347499
1410051017861,神奈川県横浜市鶴見区獅子ケ谷３－４－３２,35.5219284,139.6449302
1410051015659,神奈川県横浜市港北区下田町３－１６－２５,35.5590836,139.6300581
1410051016749,神奈川県横浜市保土ケ谷区星川２－１８－１,35.4609282,139.5933831
1410051016673,神奈川県横浜市港南区港南台４－６－１５,35.3717103,139.5741802
1410051017945,神奈川県横浜市鶴見区鶴見中央５－２－７,35.5049334,139.676027
1410051025153,神奈川県横浜市青葉区市ケ尾町１１６１－８,35.5536536,139.54411
1410051024511,神奈川県横浜市旭区若葉台２－２０－１,35.5050644,139.5000685
1410051013886,神奈川県横浜市神奈川区羽沢町７２５,35.4885599,139.5864994
1410051019958,神奈川県横浜市戸塚区上品濃１－１５,35.4336078,139.5533055
1410051016715,神奈川県横浜市保土ケ谷区西久保町１１４－２５０,35.4475684,139.6009392
1410051016376,神奈川県横浜市西区南軽井沢５６,35.4690682,139.6126021
1410051014124,神奈川県横浜市旭区さちが丘３４－１３,35.4645798,139.5228712
1410051017697,神奈川県横浜市戸塚区原宿５－３０－１,35.3732855,139.5047593
1410051014306,神奈川県横浜市港北区日吉本町４－１０－４９,35.545762,139.6347567
1410051024248,神奈川県横浜市港北区下田町１－３－４１,35.5581575,139.6364323
1410051025351,神奈川県横浜市神奈川区入江１－２－９,35.4856517,139.6477299
1410051018406,神奈川県横浜市都筑区高山６－２３,35.5372609,139.5602332
1410051023943,神奈川県横浜市鶴見区市場大和町４－５,35.5168858,139.6871752
1410051024974,神奈川県横浜市港北区箕輪町２－２－２９,35.5470576,139.6440535
1410051023661,神奈川県横浜市都筑区長坂７－１５,35.5381022,139.5721049
1410051015774,神奈川県横浜市緑区長津田みなみ台７－１０－２４,35.5250841,139.5046994
1410051015170,神奈川県横浜市保土ケ谷区新桜ケ丘１－３４－１９,35.4480347,139.5649301
1410051017333,神奈川県横浜市緑区新治町７０１,35.5206261,139.5197869
1410051016434,神奈川県横浜市中区打越３９,35.4341218,139.6383948
1410051016806,神奈川県横浜市旭区鶴ケ峰２－８２－１,35.4746466,139.5498674
1410051018323,神奈川県横浜市青葉区荏子田３－２３－１０,35.5777144,139.534308
1410051024495,神奈川県横浜市栄区野七里１－３７－１０,35.3479801,139.5746421
