事業所番号,住所,緯度、経度,
1410051014520,神奈川県横浜市戸塚区品濃町１４６６－１,35.4389162,139.5542161
1410051018463,神奈川県横浜市戸塚区川上町４６４－１５,35.4270075,139.5464559
1410051014496,神奈川県横浜市都筑区茅ケ崎中央４９－１０,35.5463571,139.5747725
1410051024776,神奈川県横浜市西区岡野１－１５－４－２,35.4636195,139.6143305
1410051024453,神奈川県横浜市鶴見区尻手１－４－５１,35.5266186,139.6860194
1410051015485,神奈川県横浜市磯子区洋光台３－３３－１０,35.3823289,139.5986237
1410051017937,神奈川県横浜市鶴見区東寺尾５－１８－５,35.5048362,139.6576806
1410051017259,神奈川県横浜市港北区新羽町２１８５－１,35.5264106,139.6090528
1410051015386,神奈川県横浜市保土ケ谷区上星川１－５－２５,35.4685571,139.5807685
1410051018745,神奈川県横浜市戸塚区前田町５０４－３３,35.4271814,139.5515946
1410051020261,神奈川県横浜市青葉区荏田北２－１１－４０,35.5570455,139.5413472
1410051018620,神奈川県横浜市金沢区谷津町３５,35.3451663,139.6231153
1410051023893,神奈川県横浜市磯子区岡村２－１３－１１,35.4160995,139.6131564
1410051024107,神奈川県横浜市緑区中山３－４－１,35.512956,139.5437519
1410051017010,神奈川県横浜市金沢区富岡東６－３－１０,35.3658864,139.6309246
1410051019461,神奈川県横浜市鶴見区北寺尾４－１４－４７－１,35.5173661,139.658103
1410051025310,神奈川県横浜市南区大岡５－４０－２,35.4139941,139.6026419
1410051015071,神奈川県横浜市都筑区牛久保西２－２８－１,35.558043,139.5778893
1410051015493,神奈川県横浜市磯子区東町１９－３３,35.4165945,139.6379843
1410051025930,神奈川県横浜市南区井土ケ谷上町１３－１８,35.4308758,139.5966089
1410051023836,神奈川県横浜市泉区和泉中央北２－１６－３５,35.4155732,139.4948647
1410051017325,神奈川県横浜市緑区鴨居１－１６－１４,35.511516,139.5679456
1410051024644,神奈川県横浜市瀬谷区中央６－１５,35.4707528,139.4822503
1410051013811,神奈川県横浜市鶴見区市場東中町１２－２７,35.5198395,139.6837301
1410051014538,神奈川県横浜市戸塚区品濃町５４５－３０,35.4333448,139.5589016
1410051019636,神奈川県横浜市港北区菊名７－５－３６,35.5161442,139.6300472
1410051026060,神奈川県横浜市戸塚区矢部町３００２－１,35.4029699,139.5353948
1410051025484,神奈川県横浜市神奈川区片倉２－１－１,35.4895533,139.6056487
1410051020022,神奈川県横浜市中区錦町５,35.4286333,139.6731779
1410051018216,神奈川県横浜市港北区日吉本町２－４６－１１,35.5515618,139.6356728
1410051014033,神奈川県横浜市港南区上大岡東１－３－１８,35.4104456,139.5972687
1410051017358,神奈川県横浜市緑区十日市場町１２５８－８６,35.522267,139.5155197
1410051017390,神奈川県横浜市青葉区藤が丘２－４－１０,35.5440304,139.5265074
1410051015758,神奈川県横浜市港北区高田東４－２２－３８,35.5492013,139.6204395
1410051024404,神奈川県横浜市青葉区桜台２７－１６,35.5501569,139.5160668
1410051023877,神奈川県横浜市港北区箕輪町３－７－２,35.5481635,139.6433741
1410051018679,神奈川県横浜市緑区十日市場町８４９－６,35.523189,139.5099018
1410051015469,神奈川県横浜市磯子区汐見台２－２－１,35.4045798,139.6119588
1410051014041,神奈川県横浜市港南区丸山台１－５－９,35.401975,139.573922
1410051015857,神奈川県横浜市青葉区新石川１－２－１０,35.5655663,139.5554695
1410051016590,神奈川県横浜市港南区日野中央１－１８－１３,35.3900342,139.5831845
1410051025898,神奈川県横浜市鶴見区馬場７－７－１５,35.5085057,139.6398891
1410051015675,神奈川県横浜市港北区日吉１－１０－２６,35.5567347,139.6424134
1410051019545,神奈川県横浜市港南区港南台３－１２－２,35.3780105,139.5787723
1410051017895,神奈川県横浜市鶴見区生麦５－８－１６,35.4993269,139.6728037
1410051014462,神奈川県横浜市青葉区新石川２－１－１５,35.5766793,139.5577614
1410051025955,神奈川県横浜市保土ケ谷区天王町１－３０－１８,35.4580082,139.6017696
1410051018133,神奈川県横浜市旭区鶴ケ峰２－５－２３,35.4767403,139.5455021
1410051013712,神奈川県横浜市鶴見区尻手３－８－２７,35.5295336,139.6842978
1410051026490,神奈川県横浜市戸塚区吉田町３００３－２,35.4023925,139.5342642
1410051018596,神奈川県横浜市港南区上大岡西３－３－１,35.4037083,139.5949777
1410051015907,神奈川県横浜市都筑区中川中央１－８－１３,35.5520663,139.5770129
1410051015535,神奈川県横浜市金沢区並木３－９－１,35.3567654,139.6424256
1410051019453,神奈川県横浜市鶴見区江ケ崎町２１－６,35.5356157,139.6720362
1410051014017,神奈川県横浜市港南区日野８－３１－３６,35.3862388,139.5752756
1410051017655,神奈川県横浜市戸塚区小雀町８７６－４,35.3693448,139.5172185
1410051019719,神奈川県横浜市青葉区美しが丘１－２３－６,35.5838782,139.5535163
1410051017283,神奈川県横浜市緑区青砥町６３５－２２,35.521029,139.5459545
1410051025849,神奈川県横浜市都筑区中川中央１－２９－５,35.5545556,139.5796083
1410051017234,神奈川県横浜市港北区大倉山５－２４－４,35.5248117,139.6231748
1410051018067,神奈川県横浜市港南区港南４－２－６,35.4012182,139.5939334
1410051024040,神奈川県横浜市戸塚区品濃町５２７－１,35.4269574,139.5604039
1410051024412,神奈川県横浜市神奈川区新子安１－１０－１６,35.4885331,139.6563913
1410051017739,神奈川県横浜市栄区公田町４８４,35.3617175,139.5524772
1410051024537,神奈川県横浜市鶴見区江ケ崎町１６－２７,35.5368607,139.6739301
1410051017135,神奈川県横浜市港北区新横浜２－４－１０,35.5090404,139.616084
1410051014371,神奈川県横浜市緑区台村町６３３,35.5107806,139.5306684
1410051020246,神奈川県横浜市青葉区奈良町１８４３－１,35.5639248,139.481523
1410051016111,神奈川県横浜市泉区中田西２－２５－３０,35.4076979,139.504028
1410051018232,神奈川県横浜市港北区日吉本町３－２３－１５,35.5477252,139.6383948
1410051019115,神奈川県横浜市都筑区仲町台３－６－６,35.5350069,139.593941
1410051019289,神奈川県横浜市港北区小机町２５８０－１,35.5079224,139.6008645
1410051017077,神奈川県横浜市金沢区平潟町１７－１,35.3324393,139.6326205
1410051017531,神奈川県横浜市都筑区川和町８９０－２,35.522536,139.554037
1410051024347,神奈川県横浜市西区紅葉ケ丘５３,35.4509053,139.6255711
1410051016400,神奈川県横浜市西区浜松町１０－１０,35.4525206,139.6098528
1410051025609,神奈川県横浜市磯子区洋光台５－３－３８,35.3770004,139.5934234
1410051017382,神奈川県横浜市青葉区新石川２－９－６,35.5744683,139.55924
1410051014918,神奈川県横浜市港北区日吉４－１－１,35.5555353,139.6488576
1410051017671,神奈川県横浜市戸塚区戸塚町１６７,35.3959319,139.5321759
1410051024438,神奈川県横浜市神奈川区反町１－１２,35.4748757,139.6294128
1410051015915,神奈川県横浜市都筑区北山田２－１７－２８,35.5597375,139.5956333
1410051015725,神奈川県横浜市港北区大倉山３－４１－１７,35.5222831,139.6271215
1410051024636,神奈川県横浜市旭区笹野台２－９－２８,35.4717047,139.5028818
1410051017416,神奈川県横浜市青葉区青葉台１－４,35.541586,139.51789
1410051019883,神奈川県横浜市西区浅間町１－１９－１０,35.4654395,139.6109856
1410051019602,神奈川県横浜市旭区中尾１－１７－３,35.4652446,139.5184033
1410051025872,神奈川県横浜市鶴見区上の宮２－１５－１５,35.5145861,139.6384944
1410051019479,神奈川県横浜市鶴見区鶴見中央２－６－２９,35.5104564,139.6807178
1410051016491,神奈川県横浜市中区根岸町３－１７６－５９,35.417461,139.639393
1410051015733,神奈川県横浜市港北区大倉山３－４３－２９,35.5227968,139.6263867
1410051026177,神奈川県横浜市旭区都岡町９８－１,35.4916849,139.5211868
1410051016616,神奈川県横浜市港南区日野１－７－９,35.3976797,139.5873993
1410051014330,神奈川県横浜市緑区長津田みなみ台１－３８－７,35.5214841,139.4976804
1410051015782,神奈川県横浜市青葉区あかね台２－１８－１,35.5417597,139.4838433
1410051014934,神奈川県横浜市港北区篠原町９７４－２５,35.5010367,139.6214805
1410051015360,神奈川県横浜市中区寿町３－１２－１,35.4386649,139.6387933
1410051015410,神奈川県横浜市保土ケ谷区和田２－１６－１３,35.4663436,139.5860506
1410051014843,神奈川県横浜市磯子区森４－６－２１,35.3951502,139.6086105
1410051018836,神奈川県横浜市中区竹之丸５３－１,35.4290262,139.6440458
1410051019834,神奈川県横浜市青葉区藤が丘１－２８－４,35.5455128,139.5292212
1410051019131,神奈川県横浜市都筑区中川３－６－６,35.5640643,139.5658747
1410051025260,神奈川県横浜市神奈川区菅田町１７９９,35.5010856,139.5905223
1410051026458,神奈川県横浜市青葉区青葉台２－１８－３４,35.545257,139.5131519
1410051015089,神奈川県横浜市泉区下和泉５－１８－１５,35.3974175,139.4914372
1410051018182,神奈川県横浜市金沢区谷津町２３１－５,35.3466732,139.622203
1410051015550,神奈川県横浜市金沢区釜利谷東２－１８－２２,35.3443542,139.6183353
1410051016988,神奈川県横浜市磯子区磯子３－１０－８,35.4039596,139.6188923
1410051025559,神奈川県横浜市西区岡野２－８－３,35.4607965,139.6142883
1410051023737,神奈川県横浜市鶴見区東寺尾１－３５－５,35.5013966,139.652981
1410051024628,神奈川県横浜市都筑区茅ケ崎中央５３－２,35.546942,139.5754827
1410051014249,神奈川県横浜市金沢区西柴３－３１－１,35.3498867,139.6286124
1410051023844,神奈川県横浜市青葉区榎が丘１３－３,35.542136,139.5135821
1410051016731,神奈川県横浜市保土ケ谷区保土ケ谷町１－１６－１,35.4455605,139.5856197
1410051019586,神奈川県横浜市保土ケ谷区星川２－１８－２,35.4609753,139.5935013
1410051024289,神奈川県横浜市港北区菊名１－３－８,35.4980361,139.6325053
1410051026508,神奈川県横浜市戸塚区吉田町３０００－５,35.4025113,139.5348086
1410051014173,神奈川県横浜市旭区西川島町１３４－１１,35.4709866,139.5569816
1410051025666,神奈川県横浜市戸塚区品濃町５５４－２４,35.4303562,139.5629867
1410051025203,神奈川県横浜市鶴見区東寺尾１－４－１４,35.5049462,139.6480205
1410051025856,神奈川県横浜市港北区大曽根２－３２－８,35.531861,139.630844
1410051018489,神奈川県横浜市泉区領家２－１１－１,35.4188477,139.5234884
1410051015139,神奈川県横浜市鶴見区矢向４－３０－１７,35.5353958,139.6834503
1410051014546,神奈川県横浜市戸塚区品濃町１０２４,35.4365051,139.5519281
1410051019420,神奈川県横浜市泉区和泉中央南５－１３－１,35.4134351,139.4869778
1410051014975,神奈川県横浜市緑区鴨居４－５４－８,35.5053031,139.5641517
1410051025385,神奈川県横浜市都筑区池辺町２３６０,35.5234554,139.5648611
1410051016145,神奈川県横浜市瀬谷区二ツ橋町８３－３,35.4656385,139.4983725
1410051023976,神奈川県横浜市港北区新吉田東１－６－２６,35.5417942,139.6231548
1410051014553,神奈川県横浜市栄区笠間３－１－４,35.3590443,139.5346222
1410051018448,神奈川県横浜市戸塚区戸塚町３９２３－３,35.3959084,139.5304789
1410051016681,神奈川県横浜市保土ケ谷区権太坂３－１－３４,35.4380191,139.5736582
1410051025948,神奈川県横浜市保土ケ谷区岩井町１３５－６,35.444657,139.6002924
1410051018778,神奈川県横浜市鶴見区馬場２－７－２７,35.5078638,139.6513958
1410051018034,神奈川県横浜市西区中央２－４２－１５,35.4544142,139.6139498
1410051017879,神奈川県横浜市鶴見区北寺尾５－７－２０,35.5130399,139.6549739
1410051020014,神奈川県横浜市西区南浅間町２３－３,35.4541676,139.6067045
1410051018984,神奈川県横浜市金沢区並木１－４－４,35.3739481,139.6384358
1410051017036,神奈川県横浜市金沢区六浦３－３５－１１,35.3339412,139.6099215
1410051014488,神奈川県横浜市都筑区川和町１２５０－３,35.5280558,139.5495509
1410051018760,神奈川県横浜市鶴見区鶴見中央２－１３－２９,35.5112457,139.6814972
1410051024933,神奈川県横浜市鶴見区生麦５－１４－１１,35.499879,139.6744917
1410051018299,神奈川県横浜市緑区中山１－２２－２２,35.5156008,139.5403411
1410051019016,神奈川県横浜市港北区大曽根２－５－１,35.5274147,139.6306113
1410051015584,神奈川県横浜市金沢区釜利谷東２－１６－３０,35.3429365,139.6199037
1410051015113,神奈川県横浜市鶴見区本町通１－２６,35.5025481,139.6806427
1410051025864,神奈川県横浜市鶴見区駒岡３－４－４１,35.5254866,139.6533397
1410051015527,神奈川県横浜市金沢区富岡東２－１－１４,35.3796983,139.6335575
1410051014884,神奈川県横浜市港北区日吉本町２－４６－２４,35.5516866,139.6359287
1410051017648,神奈川県横浜市戸塚区上矢部町６１９－１０,35.4237469,139.5328512
1410051019008,神奈川県横浜市港北区仲手原２－２０－１９,35.4961823,139.631465
1410051014587,神奈川県横浜市泉区領家１－１０,35.4219393,139.5248178
1410051020121,神奈川県横浜市保土ケ谷区川島町７３４,35.4681295,139.5682441
1410051019651,神奈川県横浜市港北区大豆戸町９４３,35.5167956,139.6236329
1410051025237,神奈川県横浜市保土ケ谷区上菅田町９５１－１５,35.4877122,139.5674736
1410051026003,神奈川県横浜市港北区箕輪町２－７－４２,35.5457791,139.6448904
1410051016012,神奈川県横浜市戸塚区戸塚町４９１５－４,35.4019824,139.5312091
1410051017119,神奈川県横浜市港北区綱島東４－１－５,35.5427764,139.6406559
1410051015188,神奈川県横浜市旭区鶴ケ峰１－２５－１１,35.4735035,139.5492197
1410051020345,神奈川県横浜市栄区野七里１－２－３２,35.3490243,139.5767603
1410051020063,神奈川県横浜市港南区野庭町６０１,35.3937308,139.5721339
1410051014819,神奈川県横浜市港南区丸山台１－２－１,35.4015274,139.5736075
1410051013860,神奈川県横浜市神奈川区西大口９３,35.4904725,139.6370598
1410051024396,神奈川県横浜市青葉区美しが丘５－３３－４,35.5725959,139.551537
1410051017184,神奈川県横浜市港北区日吉２－９－６,35.5557366,139.6452883
1410051015477,神奈川県横浜市磯子区杉田４－５－８,35.3825721,139.6220593
1410051019529,神奈川県横浜市神奈川区新子安１－１８－１,35.4894764,139.6558733
1410051014272,神奈川県横浜市港北区箕輪町２－２－１２,35.5473947,139.6446784
1410051015592,神奈川県横浜市港北区樽町１－１４－２０,35.5271655,139.6353177
1410051018851,神奈川県横浜市南区中村町４－２７０,35.4328369,139.6249492
1410051016285,神奈川県横浜市神奈川区神奈川本町７－３,35.4749065,139.6335433
1410051015204,神奈川県横浜市磯子区森２－１３－１６,35.3957918,139.6136816
1410051018877,神奈川県横浜市南区永田みなみ台５－１,35.4322195,139.5893223
1410051018927,神奈川県横浜市旭区柏町５９－１,35.4497835,139.5242715
1410051023562,神奈川県横浜市都筑区勝田町２９９－１,35.5424409,139.5915511
1410051016301,神奈川県横浜市神奈川区白幡上町１０－２４,35.492335,139.6317206
1410051015642,神奈川県横浜市港北区大倉山５－３９－２３,35.5257347,139.6228864
1410051017499,神奈川県横浜市青葉区青葉台１－１９－１５,35.5463367,139.5190512
1410051025823,神奈川県横浜市港南区上永谷６－８－３,35.4017434,139.5645802
1410051014942,神奈川県横浜市港北区新吉田東３－３９－１５,35.5438581,139.6161406
1410051019040,神奈川県横浜市港北区大倉山４－２４－７,35.5207778,139.6224746
1410051018711,神奈川県横浜市都筑区池辺町３８５１,35.518077,139.5709463
1410051017630,神奈川県横浜市戸塚区戸塚町４５３６－２５,35.402181,139.523186
1410051024552,神奈川県横浜市中区山下町１１２－１１,35.4409109,139.6471001
1410051024081,神奈川県横浜市西区みなとみらい６－３－４,35.4630886,139.6326023
1410051024859,神奈川県横浜市港北区樽町１－１３－３,35.5267311,139.6334244
1410051014348,神奈川県横浜市緑区長津田みなみ台４－４－４,35.5209302,139.5010119
1410051019859,神奈川県横浜市戸塚区吉田町１００－４,35.4002659,139.538187
1410051014215,神奈川県横浜市旭区若葉台２－１４－１,35.5085992,139.5002195
1410051018539,神奈川県横浜市鶴見区駒岡５－１５－３２,35.5345503,139.6525197
1410051016277,神奈川県横浜市神奈川区橋本町２－５－３,35.4695421,139.6387661
1410051014181,神奈川県横浜市旭区二俣川１－６－１,35.4634559,139.531114
1410051025690,神奈川県横浜市神奈川区神之木町２－２６,35.4940906,139.6477786
1410051015303,神奈川県横浜市泉区和泉中央北２－３６－６６,35.4185969,139.5001052
1410051025369,神奈川県横浜市鶴見区鶴見中央４－２８－７,35.5083992,139.6795562
1410051013852,神奈川県横浜市神奈川区七島町１６３,35.4884716,139.6452889
1410051018158,神奈川県横浜市磯子区原町１４－２,35.4151926,139.6302663
1410051024669,神奈川県横浜市南区別所２－８－１,35.4164582,139.5929864
1410051014835,神奈川県横浜市旭区南本宿町２６－５,35.4620183,139.5421049
1410051017226,神奈川県横浜市港北区大倉山５－７－２,35.5239611,139.6242598
1410051018968,神奈川県横浜市磯子区滝頭２－３１－３２,35.4195212,139.6232182
1410051019727,神奈川県横浜市青葉区市ケ尾町１０６３－４,35.5513593,139.5417182
1410051013795,神奈川県横浜市鶴見区鶴見中央１－２３－２６,35.5091167,139.6796001
1410051024958,神奈川県横浜市神奈川区三ツ沢上町３－６,35.4761761,139.602765
1410051014454,神奈川県横浜市青葉区桜台１－５,35.5503016,139.518574
1410051018265,神奈川県横浜市港北区新横浜１－１９－１８,35.5056864,139.612475
1410051015444,神奈川県横浜市旭区二俣川２－５８－８,35.4610857,139.5328123
1410051018315,神奈川県横浜市緑区長津田３－１－１８,35.5355862,139.4943411
1410051018794,神奈川県横浜市神奈川区神大寺２－１－７,35.4818954,139.6092451
1410051020410,神奈川県横浜市緑区長津田２－１－１,35.5329018,139.4957664
1410051019321,神奈川県横浜市中区本牧和田１２－２３,35.4221218,139.6617076
1410051016228,神奈川県横浜市鶴見区栄町通３－３３－１６,35.5116188,139.689862
1410051023521,神奈川県横浜市神奈川区神之木町１６－１５,35.4956515,139.6463649
1410051026516,神奈川県横浜市港北区綱島東３－１－４,35.5379282,139.6402072
1410051017002,神奈川県横浜市金沢区能見台東１－１,35.3595362,139.6279585
1410051013670,神奈川県横浜市鶴見区上末吉３－５－２,35.5285956,139.6686915
1410051025591,神奈川県横浜市港北区師岡町１１８４－１,35.5228629,139.6346658
1410051018190,神奈川県横浜市金沢区能見台東２－３,35.3597706,139.6259276
1410051020303,神奈川県横浜市戸塚区原宿４－２２－２,35.3781641,139.5006179
1410051026045,神奈川県横浜市緑区中山１－１７－１８,35.5167765,139.5418423
1410051015196,神奈川県横浜市磯子区新杉田町７－１１,35.3844999,139.6210472
1410051016889,神奈川県横浜市旭区柏町１１６－３,35.4537876,139.525701
1410051014652,神奈川県横浜市神奈川区亀住町４－１１,35.483209,139.6403618
1410051014199,神奈川県横浜市旭区東希望が丘２４０－４,35.4672279,139.5066515
1410051017911,神奈川県横浜市鶴見区矢向５－１２－２４,35.5396716,139.6825379
1410051019818,神奈川県横浜市保土ケ谷区霞台２－３,35.4468049,139.5945244
1410051018828,神奈川県横浜市中区山手町１２４,35.4352528,139.654954
1410051017457,神奈川県横浜市青葉区青葉台１－２９－１５,35.5495835,139.5174541
1410051024727,神奈川県横浜市南区中里１－２１－１,35.4198985,139.59661
1410051016137,神奈川県横浜市泉区緑園５－３－１２,35.440859,139.5273234
1410051023604,神奈川県横浜市中区弥生町４－３９－２,35.4383012,139.6258963
1410051014389,神奈川県横浜市緑区長津田３－１－４０,35.5348269,139.4951084
1410051015097,神奈川県横浜市鶴見区鶴見中央１－３１－２７,35.5060595,139.6765084
1410051016947,神奈川県横浜市磯子区磯子３－３－２１,35.4036393,139.6196992
1410051019354,神奈川県横浜市港南区港南台６－３－１６,35.3733532,139.5857789
1410051019339,神奈川県横浜市南区大岡２－１６－５,35.4195136,139.6016112
1410051018349,神奈川県横浜市青葉区新石川２－４－７,35.5753669,139.5578173
1410051015014,神奈川県横浜市青葉区さつきが丘１１－２,35.5337828,139.5220551
1410051023885,神奈川県横浜市保土ケ谷区天王町１－３－３,35.4560633,139.6051067
1410051026094,神奈川県横浜市旭区さちが丘１３８－２,35.4610794,139.5299485
1410051016293,神奈川県横浜市神奈川区神奈川２－１７－６,35.4748876,139.633991
1410051014082,神奈川県横浜市保土ケ谷区西谷町１０００－１,35.4799001,139.5679032
1410051017069,神奈川県横浜市金沢区富岡東５－１９－９,35.3682062,139.631362
1410051016525,神奈川県横浜市南区永田東２－５－８,35.4354574,139.5968777
1410051016970,神奈川県横浜市磯子区洋光台５－３－１８,35.3763079,139.5938017
1410051016533,神奈川県横浜市南区中里３－２３－１,35.4205446,139.5936569
1410051017747,神奈川県横浜市栄区鍛冶ケ谷町３２３,35.3714475,139.5584341
1410051016350,神奈川県横浜市神奈川区東神奈川１－１４－３５,35.4779778,139.6327826
1410051023695,神奈川県横浜市泉区和泉中央北３－１－５,35.4157445,139.4941148
1410051024180,神奈川県横浜市中区吉浜町２－６７,35.439257,139.642238
1410051016764,神奈川県横浜市保土ケ谷区常盤台７９－１,35.4732057,139.5941003
1410051016202,神奈川県横浜市鶴見区尻手１－１－１５,35.524144,139.6863915
1410051023786,神奈川県横浜市港北区綱島西６－３－１３,35.5448503,139.635936
1410051025641,神奈川県横浜市港北区大豆戸町３５－１,35.5192045,139.6338409
1410051015295,神奈川県横浜市栄区小菅ケ谷１－１－６,35.367813,139.5483761
1410051014900,神奈川県横浜市港北区髙田東４－１７－１７,35.5474116,139.6211144
1410051014645,神奈川県横浜市鶴見区浜町１－１－１,35.5009336,139.6924536
1410051015063,神奈川県横浜市都筑区北山田３－４－１４,35.5608221,139.5885763
1410051014421,神奈川県横浜市青葉区美しが丘２－１８－８,35.5809119,139.5595682
1410051013779,神奈川県横浜市鶴見区駒岡２－６－５６,35.5283439,139.6474606
1410051016087,神奈川県横浜市泉区和泉中央北５－１１－５,35.4172075,139.486789
1410051015899,神奈川県横浜市都筑区東山田町３４９－２,35.5552938,139.6040093
1410051023653,神奈川県横浜市金沢区大川７－７,35.3345121,139.6136881
1410051024925,神奈川県横浜市中区港町３－１４－３,35.4442881,139.6358484
1410051016855,神奈川県横浜市旭区鶴ケ峰１－６４－１,35.4696482,139.5472484
1410051017341,神奈川県横浜市緑区霧が丘３－２５－１,35.514413,139.5059515
1410051024503,神奈川県横浜市港南区港南台３－７－５,35.3765407,139.5778423
1410051015337,神奈川県横浜市鶴見区鶴見中央３－１０,35.5109894,139.6869897
1410051016830,神奈川県横浜市旭区笹野台４－１１－１９,35.469873,139.5099086
1410051015790,神奈川県横浜市青葉区青葉台２－８－２７,35.5440478,139.5146041
1410051024339,神奈川県横浜市神奈川区六角橋６－３１－１,35.4950676,139.6196293
1410051014363,神奈川県横浜市緑区長津田みなみ台２－１２－１２,35.5179708,139.4933672
1410051020352,神奈川県横浜市栄区桂台中４－１５,35.3531863,139.5653068
1410051017374,神奈川県横浜市緑区長津田２－３４－１２,35.532032,139.4976
1410051014637,神奈川県横浜市瀬谷区瀬谷１－１－３,35.4699839,139.4908034
1410051015618,神奈川県横浜市港北区大曽根２－３３－８,35.5313106,139.630702
1410051013878,神奈川県横浜市神奈川区子安通３－３４１－１,35.4861356,139.6561202
1410051026086,神奈川県横浜市保土ケ谷区保土ケ谷町３－２０５,35.4455605,139.5856197
1410051024966,神奈川県横浜市神奈川区松見町３－２－４,35.5007378,139.6423604
1410051020048,神奈川県横浜市港南区野庭町６３５,35.3878319,139.5730286
1410051023547,神奈川県横浜市磯子区磯子３－３－２１,35.4036393,139.6196992
1410051019867,神奈川県横浜市鶴見区生麦４－５－１１,35.4976057,139.670303
1410051024206,神奈川県横浜市保土ケ谷区川辺町３－１,35.4582193,139.5998118
1410051024578,神奈川県横浜市港北区高田西４－２６－７,35.5530484,139.6140327
1410051016020,神奈川県横浜市戸塚区戸塚町４９１２－２,35.4016861,139.5314957
1410051018604,神奈川県横浜市港南区東芹が谷１４－１０,35.4134102,139.5780956
1410051018083,神奈川県横浜市港南区大久保１－２０－３９,35.4079413,139.5936179
1410051017903,神奈川県横浜市鶴見区鶴見中央２－１６－２７,35.512611,139.6804723
1410051023588,神奈川県横浜市南区永田東３－３－１０,35.4377471,139.5996751
1410051025138,神奈川県横浜市緑区長津田みなみ台１－３４－９,35.5217286,139.4973097
1410051024156,神奈川県横浜市神奈川区三ツ沢東町２－５０,35.4745472,139.6135291
1410051018646,神奈川県横浜市港北区菊名６－２１－１７,35.5155852,139.6310824
1410051014595,神奈川県横浜市瀬谷区阿久和西２－２８－１３,35.4531791,139.5009487
1410051015287,神奈川県横浜市戸塚区汲沢町１１８,35.386736,139.5158564
1410051025815,神奈川県横浜市磯子区杉田７－２－１,35.3725119,139.6186457
1410051016814,神奈川県横浜市旭区小高町１０４－５,35.4658977,139.5551122
1410051017564,神奈川県横浜市都筑区牛久保西２－１８－１,35.5570048,139.5756973
1410051016632,神奈川県横浜市港南区上大岡西１－１５－１,35.4090599,139.5951074
1410051014850,神奈川県横浜市金沢区堀口１９－３,35.3580929,139.6289182
1410051017663,神奈川県横浜市戸塚区柏尾町７４２,35.4178375,139.5498388
1410051019156,神奈川県横浜市都筑区茅ケ崎南５－１１－３,35.5404987,139.5702389
1410051017218,神奈川県横浜市港北区新吉田東３－６－３３,35.54607,139.6175604
1410051017507,神奈川県横浜市都筑区中川中央１－１９－２０,35.5507476,139.57904
1410051024008,神奈川県横浜市港北区綱島東４－５－３５,35.541757,139.6432698
1410051019669,神奈川県横浜市港北区大豆戸町５５２－１,35.5140399,139.6247683
1410051016475,神奈川県横浜市中区本牧原１－１１,35.4273083,139.666255
1410051016103,神奈川県横浜市泉区新橋町７６５－３,35.4310567,139.5078105
1410051025914,神奈川県横浜市西区高島１－２－８,35.4623633,139.6261627
1410051015949,神奈川県横浜市戸塚区戸塚町６００３－３,35.4017958,139.532872
1410051015501,神奈川県横浜市磯子区丸山１－１７－１７,35.4241225,139.6211606
1410051018497,神奈川県横浜市泉区新橋町１１７５－１,35.4357786,139.5132115
1410051019925,神奈川県横浜市緑区東本郷４－２５－１４,35.5067588,139.5801967
1410051020170,神奈川県横浜市旭区今宿南町２０００－４,35.4815136,139.5293
1410051014611,神奈川県横浜市瀬谷区橋戸１－３５－２８,35.4658912,139.4858455
1410051019891,神奈川県横浜市中区三吉町１－２,35.4375641,139.6356204
1410051018729,神奈川県横浜市都筑区仲町台４－１９－１４,35.5335701,139.5894816
1410051025880,神奈川県横浜市鶴見区豊岡町３８－７,35.5128082,139.6727738
1410051025419,神奈川県横浜市鶴見区豊岡町４０－１５,35.5134494,139.6737537
1410051019065,神奈川県横浜市緑区長津田２－１１－１,35.5339803,139.4963148
1410051013829,神奈川県横浜市神奈川区上反町２－２７－６,35.4737032,139.6223033
1410051015220,神奈川県横浜市港北区綱島西２－１５－８,35.5353656,139.6298489
1410051014660,神奈川県横浜市神奈川区六角橋２－９－１６,35.4873022,139.6228162
1410051013951,神奈川県横浜市南区井土ケ谷上町２６－２４,35.4306844,139.5979242
1410051016244,神奈川県横浜市鶴見区矢向１－５－２６,35.5286803,139.6778776
1410051019263,神奈川県横浜市旭区善部町４４－７,35.4521155,139.5077233
1410051018638,神奈川県横浜市港北区日吉５－１１－２４,35.5463007,139.6528988
1410051025161,神奈川県横浜市戸塚区戸塚町４９１２－２,35.4016861,139.5314957
1410051026185,神奈川県横浜市瀬谷区瀬谷町５９４５,35.4834187,139.4867535
1410051024149,神奈川県横浜市鶴見区矢向３－５－２７,35.5312323,139.679162
1410051017432,神奈川県横浜市青葉区千草台３２－１５,35.5371888,139.5302155
1410051015972,神奈川県横浜市戸塚区戸塚町４３９６,35.3965487,139.5247269
1410051015519,神奈川県横浜市磯子区磯子３－１３Ｋ,35.4035465,139.6190716
1410051016483,神奈川県横浜市中区海岸通５－２５－２－２５,35.4514607,139.6377265
1410051025120,神奈川県横浜市保土ケ谷区坂本町１６７－２０,35.4663898,139.5776975
1410051024388,神奈川県横浜市港北区大倉山１－１１－８,35.5213303,139.6311628
1410051018281,神奈川県横浜市港北区菊名１－１７－８,35.5032705,139.6344101
1410051024909,神奈川県横浜市鶴見区駒岡１－１－７,35.5240201,139.6556316
