【令和４年４月１日時点】　受入可能数,,,,,,,,,,,,
施設所在区,標準地域コード,施設・事業名,施設番号,０歳児,１歳児,２歳児,３歳児,４歳児,５歳児,合計,更新日,
中区,14104,保育ルーム　元町中華街,1410052003563,3,0,1,-,-,-,4,2022-04-01,
中区,14104,あいりす　新山下保育室,1410052002946,2,4,1,-,-,-,7,2022-04-01,
中区,14104,ル・ボワ保育園,1410052004850,1,7,0,-,-,-,8,2022-04-01,
中区,14104,保育園ころころキッズガーデン,1410052004538,4,1,0,-,-,-,5,2022-04-01,
中区,14104,のぞみ山手駅前保育園,1410052005642,0,0,0,-,-,-,0,2022-04-01,
中区,14104,ほんもくはら保育園,1410052005089,0,4,0,-,-,-,4,2022-04-01,
中区,14104,アミー保育室　本牧原,1410052002805,0,3,2,-,-,-,5,2022-04-01,
中区,14104,シュハリィ本牧保育園,1410052004397,-,6,1,-,-,-,7,2022-04-01,
中区,14104,あいりす　本牧保育室,1410052002953,0,3,0,-,-,-,3,2022-04-01,
中区,14104,おはよう保育園　横浜根岸,1410052004785,0,1,2,-,-,-,3,2022-04-01,
南区,14105,中村愛児園,1410051018059,3,8,5,5,0,2,23,2022-04-01,
南区,14105,みなみマーノ保育園,1410051016541,0,0,0,0,0,1,1,2022-04-01,
南区,14105,やすらぎ保育園,1410051013969,0,3,0,1,1,1,6,2022-04-01,
南区,14105,横浜市しろばら保育園,1410051018851,-,0,0,3,0,0,3,2022-04-01,
南区,14105,小学館アカデミーまいた保育園,1410051013944,0,0,0,0,0,0,0,2022-04-01,
南区,14105,小さな足あと保育園,1410051015162,0,0,0,0,0,0,0,2022-04-01,
南区,14105,蒔田ひまわり保育園,1410051023703,1,0,0,0,0,1,2,2022-04-01,
南区,14105,睦町保育園,1410051014785,0,0,0,0,1,0,1,2022-04-01,
南区,14105,アスク吉野町保育園,1410051016517,0,0,0,0,0,0,0,2022-04-01,
南区,14105,きらり保育園吉野町,1410051027092,0,2,0,0,0,1,3,2022-04-01,
南区,14105,京急キッズランド黄金町保育園,1410051014769,0,0,0,0,0,0,0,2022-04-01,
南区,14105,清水ヶ丘保育園,1410051026151,0,0,1,5,6,2,14,2022-04-01,
南区,14105,南愛児園,1410051014777,-,-,1,9,1,0,11,2022-04-01,
南区,14105,三春台保育園,1410051027472,-,1,1,1,2,0,5,2022-04-01,
南区,14105,めいとく保育園,1410051016582,2,1,0,0,0,1,4,2022-04-01,
南区,14105,横浜みなみ薫保育園,1410051014793,1,0,0,0,0,0,1,2022-04-01,
南区,14105,くらき永田保育園,1410051016525,0,0,0,0,0,0,0,2022-04-01,
南区,14105,たけのこ永田東保育園,1410051023588,0,0,0,0,0,0,0,2022-04-01,
南区,14105,横浜市永田保育園,1410051018877,-,0,0,2,3,0,5,2022-04-01,
南区,14105,久良岐保育園,1410051016533,0,1,0,0,0,0,1,2022-04-01,
南区,14105,六ツ川台保育園,1410051016558,0,0,0,0,0,0,0,2022-04-01,
南区,14105,六ツ川西保育園,1410051016566,0,0,0,0,5,0,5,2022-04-01,
南区,14105,六ツ川みどり保育園,1410051016574,2,0,0,2,0,0,4,2022-04-01,
南区,14105,よこはま風の遊育園,1410051013977,0,0,0,0,0,0,0,2022-04-01,
南区,14105,アイン弘明寺保育園,1410051019339,0,0,0,0,0,0,0,2022-04-01,
南区,14105,アスクいどがや保育園,1410051016509,0,0,0,0,0,0,0,2022-04-01,
南区,14105,京急キッズランド井土ケ谷駅保育園,1410051014751,0,0,1,1,0,1,3,2022-04-01,
南区,14105,ひびき井土ヶ谷保育園,1410051013951,0,0,0,0,0,0,0,2022-04-01,
南区,14105,プチ・ナーサリー弘明寺,1410051024701,0,0,0,0,1,1,2,2022-04-01,
南区,14105,ララランド井土ヶ谷,1410051025930,0,0,0,0,0,0,0,2022-04-01,
南区,14105,横浜市井土ケ谷保育園,1410051018885,0,0,0,0,0,0,0,2022-04-01,
南区,14105,大岡おひさま保育園,1410051014744,0,0,0,0,0,0,0,2022-04-01,
南区,14105,大岡はるかぜ保育園,1410051025310,0,0,0,0,0,0,0,2022-04-01,
南区,14105,上大岡ラビット保育園,1410051024669,0,0,0,0,0,0,0,2022-04-01,
南区,14105,キッズパートナー弘明寺,1410051024727,0,0,0,2,2,2,6,2022-04-01,
南区,14105,別所保育園,1410051019909,0,0,0,2,1,0,3,2022-04-01,
南区,14105,認定こども園山王台幼稚園・風の子こども園,1410051020477,0,0,0,0,0,0,0,2022-04-01,
南区,14105,Ｐ－ｋａｂｏｏ保育園,1410052004512,2,3,0,-,-,-,5,2022-04-01,
南区,14105,チームナーサリーＢｉｇＨｕｇ南太田,1410052004207,-,0,0,-,-,-,0,2022-04-01,
南区,14105,キッズパートナー井土ヶ谷,1410052004140,0,0,0,-,-,-,0,2022-04-01,
南区,14105,ババナーサリー,1410052005154,0,2,0,-,-,-,2,2022-04-01,
南区,14105,ぽかぽか保育園,1410052003258,1,2,0,-,-,-,3,2022-04-01,
南区,14105,木の花保育園,1410052004553,0,0,0,-,-,-,0,2022-04-01,
南区,14105,竹の子共同保育園,1410052004215,0,0,1,-,-,-,1,2022-04-01,
南区,14105,パナマリア保育園弘明寺園,1410052005576,0,0,0,-,-,-,0,2022-04-01,
南区,14105,つぼみの森保育室,1410052004504,-,0,0,-,-,-,0,2022-04-01,
南区,14105,もりた保育室,1410052005006,-,0,0,-,-,-,0,2022-04-01,
南区,14105,ペパンルーム,1410052005360,0,0,0,-,-,-,0,2022-04-01,
港南区,14111,赤い屋根保育園,1410051016608,0,0,0,0,0,1,1,2022-04-01,
港南区,14111,アスク上大岡保育園,1410051018596,0,0,0,0,0,0,0,2022-04-01,
港南区,14111,アスク港南中央保育園,1410051016616,0,0,0,2,0,0,2,2022-04-01,
港南区,14111,アスクさいど保育園,1410051014801,0,0,0,0,0,0,0,2022-04-01,
港南区,14111,育美保育園,1410051016624,0,0,1,0,0,0,1,2022-04-01,
港南区,14111,オハナ上永谷保育園,1410051013993,0,0,0,0,2,0,2,2022-04-01,
港南区,14111,上大岡はるかぜ保育園,1410051014009,0,0,0,0,0,0,0,2022-04-01,
港南区,14111,上大岡ゆう保育園,1410051016632,0,0,0,0,0,0,0,2022-04-01,
港南区,14111,上永谷保育園,1410051016640,-,0,0,0,0,0,0,2022-04-01,
港南区,14111,上永谷西保育園,1410051025823,0,0,0,0,0,0,0,2022-04-01,
港南区,14111,キッズガーデン横浜最戸,1410051024354,0,0,0,0,0,0,0,2022-04-01,
港南区,14111,クオリスキッズ港南中央保育園,1410051019347,0,0,0,0,0,0,0,2022-04-01,
港南区,14111,グローバルキッズ上大岡園,1410051025567,0,0,1,0,0,1,2,2022-04-01,
港南区,14111,京急キッズランド上大岡保育園,1410051016657,0,0,0,0,0,0,0,2022-04-01,
港南区,14111,京急キッズランド上永谷保育園,1410051014819,0,0,0,0,0,0,0,2022-04-01,
港南区,14111,港南あひる保育園,1410051018604,0,0,0,0,0,0,0,2022-04-01,
港南区,14111,港南台つばさ保育園,1410051019354,-,0,1,0,0,2,3,2022-04-01,
港南区,14111,港南台保育園,1410051024503,1,0,0,0,1,0,2,2022-04-01,
港南区,14111,港南台保育センター,1410051027274,0,0,0,1,0,1,2,2022-04-01,
港南区,14111,港南つくしんぼ保育園,1410051018067,0,0,0,0,0,0,0,2022-04-01,
港南区,14111,港南はるかぜ保育園,1410051014017,0,0,1,1,0,0,2,2022-04-01,
港南区,14111,港南ひまわり保育園,1410051018075,0,0,0,0,1,0,1,2022-04-01,
港南区,14111,ＣＯＳＭＯＳ保育園,1410051016590,0,0,0,0,0,0,0,2022-04-01,
港南区,14111,笹下保育園,1410051019552,0,0,1,1,1,2,5,2022-04-01,
港南区,14111,笹下南つくしんぼ保育園,1410051026318,0,0,0,0,0,0,0,2022-04-01,
港南区,14111,ＳＵＮはるかぜ保育園,1410051013985,0,0,0,3,0,1,4,2022-04-01,
港南区,14111,小学館アカデミーかみおおおか保育園,1410051014033,0,0,0,0,0,0,0,2022-04-01,
港南区,14111,小学館アカデミーかみながや保育園,1410051014041,0,0,0,0,0,0,0,2022-04-01,
港南区,14111,芹が谷ぴよっこ保育園,1410051014025,0,0,0,0,0,0,0,2022-04-01,
港南区,14111,太陽の子　港南台保育園,1410051019545,0,0,0,0,0,0,0,2022-04-01,
港南区,14111,チェリーガーデン保育園,1410051014827,0,0,0,0,1,0,1,2022-04-01,
港南区,14111,つくし保育園　上大岡,1410051019537,-,0,0,0,0,0,0,2022-04-01,
港南区,14111,つばさ保育園,1410051018083,0,0,0,0,0,0,0,2022-04-01,
港南区,14111,野庭保育園,1410051027480,1,0,1,0,4,2,8,2022-04-01,
港南区,14111,白峰保育園,1410051016673,1,0,0,1,1,1,4,2022-04-01,
港南区,14111,日野保育園,1410051014058,0,0,1,0,0,0,1,2022-04-01,
港南区,14111,丸山台保育園,1410051015378,0,0,0,1,0,0,1,2022-04-01,
港南区,14111,みなみひの保育園,1410051016665,0,0,0,0,0,0,0,2022-04-01,
港南区,14111,横浜市大久保保育園,1410051020089,1,0,0,0,3,0,4,2022-04-01,
港南区,14111,横浜市上大岡東保育園,1410051020030,0,0,0,1,0,0,1,2022-04-01,
港南区,14111,横浜市港南台第二保育園,1410051020105,1,0,0,0,1,2,4,2022-04-01,
港南区,14111,横浜市野庭第二保育園,1410051020063,0,0,0,0,4,3,7,2022-04-01,
港南区,14111,上大岡ラビット保育園ＴＷＩＮＳ,1410052003480,0,0,1,-,-,-,1,2022-04-01,
港南区,14111,キッズアミ,1410052005105,0,0,0,-,-,-,0,2022-04-01,
港南区,14111,クオリスキッズ上大岡西保育園,1410052004405,0,0,1,-,-,-,1,2022-04-01,
港南区,14111,ちゅーりっぷキッズ,1410052003555,-,0,0,-,-,-,0,2022-04-01,
港南区,14111,ちゅーりっぷハウス,1410052003530,-,1,0,-,-,-,1,2022-04-01,
港南区,14111,ニコニコ保育園,1410052003282,0,0,0,-,-,-,0,2022-04-01,
港南区,14111,保育室アーモ,1410052005220,1,0,0,-,-,-,1,2022-04-01,
港南区,14111,Ｐｏｃｏ　ａ　Ｐｏｃｏ保育園,1410052004678,3,0,0,-,-,-,3,2022-04-01,
港南区,14111,めぐみ保育園,1410052003035,-,0,0,-,-,-,0,2022-04-01,
港南区,14111,クオリスキッズ上大岡駅前保育園,1410051023646,2,1,1,-,-,-,4,2022-04-01,
港南区,14111,こどもっと保育園,1410051023612,3,0,1,-,-,-,4,2022-04-01,
港南区,14111,認定こども園関東学院のびのびのば園,1410051020535,-,0,0,0,0,2,2,2022-04-01,
港南区,14111,認定こども園ムロノキッズ　室の木幼稚園・プリスクール室の木,1410051020527,0,0,0,0,0,0,0,2022-04-01,
港南区,14111,認定こども園　森が丘幼稚園,1410051026847,-,0,1,4,0,3,8,2022-04-01,
港南区,14111,認定こども園　大谷幼稚園,1410051026276,-,-,-,0,0,0,0,2022-04-01,
港南区,14111,認定こども園　竹の子幼稚園,1410051022234,-,-,-,1,1,2,4,2022-04-01,
港南区,14111,認定こども園　野庭聖佳幼稚園,1410051023927,-,-,-,0,0,0,0,2022-04-01,
港南区,14111,認定こども園　日野幼稚園,1410051022283,-,-,-,2,1,1,4,2022-04-01,
保土ケ谷区,14106,あーす保育園保土ケ谷,1410051025948,-,0,0,6,8,9,23,2022-04-01,
保土ケ谷区,14106,霞台保育園,1410051019800,1,0,0,0,0,0,1,2022-04-01,
保土ケ谷区,14106,学校法人初音丘学園ＰＩＣＣＯＬＩＮＯ,1410051016780,1,0,0,-,-,-,1,2022-04-01,
保土ケ谷区,14106,昴保育園,1410051016715,0,0,0,1,2,0,3,2022-04-01,
保土ケ谷区,14106,ダイアナ保育園,1410051016731,0,0,1,8,5,4,18,2022-04-01,
保土ケ谷区,14106,ゆめの樹保育園ほどがや,1410051023620,4,0,0,0,2,1,7,2022-04-01,
保土ケ谷区,14106,横浜市岩井保育園,1410051018893,4,1,0,3,3,1,12,2022-04-01,
保土ケ谷区,14106,若葉保育園,1410051026086,0,0,0,0,2,0,2,2022-04-01,
保土ケ谷区,14106,岩間保育園,1410051014066,0,0,0,0,4,0,4,2022-04-01,
保土ケ谷区,14106,にじいろ保育園天王町,1410051025955,-,0,0,1,8,0,9,2022-04-01,
保土ケ谷区,14106,ベネッセ　保土ケ谷保育園,1410051023950,1,0,0,1,0,2,4,2022-04-01,
保土ケ谷区,14106,保土ケ谷保育園,1410051023885,0,0,0,0,3,0,3,2022-04-01,
保土ケ谷区,14106,横浜市神戸保育園,1410051020139,5,1,0,9,7,2,24,2022-04-01,
保土ケ谷区,14106,横浜市天王町保育園,1410051020154,2,0,3,1,9,6,21,2022-04-01,
保土ケ谷区,14106,ＧＥＮＫＩＤＳ星川保育園,1410051027423,3,0,0,0,1,0,4,2022-04-01,
保土ケ谷区,14106,合歓の木保育園,1410051014116,3,0,0,3,1,1,8,2022-04-01,
保土ケ谷区,14106,星川こども園,1410051024362,0,0,0,1,0,0,1,2022-04-01,
保土ケ谷区,14106,星川もえぎ保育園,1410051024206,1,0,0,0,4,0,5,2022-04-01,
保土ケ谷区,14106,星川ルーナ保育園,1410051016749,0,0,0,1,0,0,1,2022-04-01,
保土ケ谷区,14106,明神台保育園,1410051016756,0,0,0,0,0,0,0,2022-04-01,
保土ケ谷区,14106,りとる・ルーナ保育園,1410051019586,-,0,0,0,0,0,0,2022-04-01,
保土ケ谷区,14106,アスク和田町保育園,1410051018109,2,0,0,1,1,1,5,2022-04-01,
保土ケ谷区,14106,三丁目こども園,1410051025716,-,0,0,1,1,0,2,2022-04-01,
保土ケ谷区,14106,スターチャイルド≪和田町ナーサリー≫,1410051026672,2,0,0,0,1,9,12,2022-04-01,
保土ケ谷区,14106,にじいろ保育園和田町,1410051015394,2,0,0,0,2,2,6,2022-04-01,
保土ケ谷区,14106,ポポラー横浜和田町園,1410051025336,1,0,0,2,4,1,8,2022-04-01,
保土ケ谷区,14106,ラフ・クルー星川保育園,1410051016772,3,0,0,3,6,2,14,2022-04-01,
保土ケ谷区,14106,和田愛児園,1410051015410,2,0,0,1,0,1,4,2022-04-01,
保土ケ谷区,14106,エルアンジュ保育園,1410051019560,0,0,0,0,1,5,6,2022-04-01,
保土ケ谷区,14106,にじいろ保育園上星川,1410051015386,0,1,0,0,0,0,1,2022-04-01,
保土ケ谷区,14106,横浜市向台保育園,1410051020121,-,0,0,3,4,0,7,2022-04-01,
保土ケ谷区,14106,梅の木保育園,1410051019594,0,0,0,0,0,0,0,2022-04-01,
保土ケ谷区,14106,えぶち保育園,1410051014082,3,0,0,0,0,1,4,2022-04-01,
保土ケ谷区,14106,えぶちにしや園,1410051014074,8,0,1,2,0,1,12,2022-04-01,
保土ケ谷区,14106,川島保育園,1410051025799,-,0,0,0,0,0,0,2022-04-01,
保土ケ谷区,14106,西谷保育園,1410051015402,1,0,3,0,0,4,8,2022-04-01,
保土ケ谷区,14106,西谷保育園分園　きらり保育園,1410051025302,1,0,0,-,-,-,1,2022-04-01,
保土ケ谷区,14106,アミー保育園　三ツ沢園,1410051018125,0,0,0,1,0,1,2,2022-04-01,
保土ケ谷区,14106,ひかりの風保育園,1410051019578,0,0,0,0,0,0,0,2022-04-01,
保土ケ谷区,14106,森のルーナ保育園,1410051016764,0,0,0,0,0,0,0,2022-04-01,
保土ケ谷区,14106,笹山保育園,1410051025237,3,1,1,0,1,2,8,2022-04-01,
保土ケ谷区,14106,千丸台保育園,1410051016723,4,0,0,3,4,4,15,2022-04-01,
保土ケ谷区,14106,桜ケ丘保育園,1410051015170,0,2,1,0,1,2,6,2022-04-01,
保土ケ谷区,14106,新桜ケ丘保育園,1410051014108,0,0,0,0,0,0,0,2022-04-01,
保土ケ谷区,14106,プチアンジュ保育園,1410051018117,0,0,0,1,6,1,8,2022-04-01,
保土ケ谷区,14106,あかいとり保育園,1410051016681,0,0,1,0,0,0,1,2022-04-01,
保土ケ谷区,14106,境木保育園,1410051016699,0,0,0,0,0,1,1,2022-04-01,
保土ケ谷区,14106,認定こども園峯岡幼稚園,1410051021376,-,0,0,1,0,0,1,2022-04-01,
保土ケ谷区,14106,たしろ保育室,1410052003787,0,0,0,-,-,-,0,2022-04-01,
保土ケ谷区,14106,おおきくなぁ～れ　プチベベ保育室,1410052005055,2,0,1,-,-,-,3,2022-04-01,
保土ケ谷区,14106,おれんじハウス星川保育園,1410052004165,2,0,0,-,-,-,2,2022-04-01,
保土ケ谷区,14106,天王町駅前もえぎ保育園,1410052004884,0,1,1,-,-,-,2,2022-04-01,
保土ケ谷区,14106,馬場保育室,1410052004561,3,0,0,-,-,-,3,2022-04-01,
保土ケ谷区,14106,東戸塚もえぎ保育室,1410052003381,2,0,1,-,-,-,3,2022-04-01,
保土ケ谷区,14106,ベイキッズ　おりーぶ保育園,1410052004983,0,0,0,-,-,-,0,2022-04-01,
保土ケ谷区,14106,保育室ピア・ピア,1410052003290,0,0,0,-,-,-,0,2022-04-01,
旭区,14112,横浜市左近山保育園,1410051018901,1,1,1,6,4,5,18,2022-04-01,
旭区,14112,マヤ保育園,1410051015436,0,3,1,3,2,0,9,2022-04-01,
旭区,14112,横浜市今宿保育園,1410051020170,-,0,2,0,3,2,7,2022-04-01,
旭区,14112,ちとせ保育園,1410051016848,0,0,2,0,0,1,3,2022-04-01,
旭区,14112,西川島保育園,1410051014173,1,0,0,0,1,0,2,2022-04-01,
旭区,14112,鶴ヶ峰保育園,1410051016855,0,0,1,0,0,0,1,2022-04-01,
旭区,14112,あっぷる保育園鶴ヶ峰,1410051016806,1,0,0,0,0,3,4,2022-04-01,
旭区,14112,上の原保育園,1410051016814,0,0,0,0,0,0,0,2022-04-01,
旭区,14112,ポプラ保育園,1410051015188,0,0,0,0,0,0,0,2022-04-01,
旭区,14112,ポプラ第二保育園,1410051020451,0,0,0,0,0,0,0,2022-04-01,
旭区,14112,あっぷるキッズつるがみね,1410051016798,-,-,0,0,0,1,1,2022-04-01,
旭区,14112,オハナ鶴ヶ峰保育園,1410051016822,0,0,1,0,0,0,1,2022-04-01,
旭区,14112,あゆみ保育園,1410051018133,0,0,0,0,0,0,0,2022-04-01,
旭区,14112,あゆみキッズ保育園,1410051020402,0,0,0,-,-,-,0,2022-04-01,
旭区,14112,あゆみ保育園第二,1410051026292,0,0,0,0,1,0,1,2022-04-01,
旭区,14112,太陽の子　鶴ヶ峰保育園,1410051016871,0,0,0,0,0,1,1,2022-04-01,
旭区,14112,キッズガーデン横浜鶴ヶ峰,1410051024370,0,0,0,0,0,1,1,2022-04-01,
旭区,14112,横浜市ひかりが丘保育園,1410051018919,5,0,1,3,9,10,28,2022-04-01,
旭区,14112,土と愛　子供の家保育所,1410051014157,0,0,2,0,1,0,3,2022-04-01,
旭区,14112,星の子白根保育園,1410051027498,-,0,0,0,2,2,4,2022-04-01,
旭区,14112,土と愛　子供の家保育所第２,1410051014165,1,1,0,0,1,0,3,2022-04-01,
旭区,14112,太陽の子　白根保育園,1410051014140,0,0,0,0,1,0,1,2022-04-01,
旭区,14112,グローバルキッズ白根保育園,1410051015451,0,0,0,0,0,0,0,2022-04-01,
旭区,14112,まきが原愛児園,1410051015428,6,0,1,0,1,1,9,2022-04-01,
旭区,14112,中尾保育園,1410051019602,6,0,1,1,0,3,11,2022-04-01,
旭区,14112,横浜市柏保育園,1410051018927,0,0,0,0,1,6,7,2022-04-01,
旭区,14112,明徳二俣川保育園,1410051014181,0,0,0,0,0,0,0,2022-04-01,
旭区,14112,旭はるかぜ保育園,1410051014124,0,0,0,0,0,0,0,2022-04-01,
旭区,14112,横浜小谷かなりや保育園,1410051014835,0,0,0,0,0,1,1,2022-04-01,
旭区,14112,太陽の子　さちが丘保育園,1410051014132,0,0,0,0,2,0,2,2022-04-01,
旭区,14112,横濱あんじゅ保育園,1410051015444,0,0,0,1,3,0,4,2022-04-01,
旭区,14112,のぞみ保育園,1410051016889,0,0,0,-,-,-,0,2022-04-01,
旭区,14112,グローバルキッズ南万騎が原園,1410051023968,1,0,0,0,0,1,2,2022-04-01,
旭区,14112,太陽の子　二俣川駅保育園,1410051024800,0,0,0,0,0,0,0,2022-04-01,
旭区,14112,保育園夢未来二俣川園,1410051026094,0,0,0,0,1,0,1,2022-04-01,
旭区,14112,旭あじさい保育園,1410051026649,-,0,0,0,0,4,4,2022-04-01,
旭区,14112,ひまわり愛児園,1410051016863,0,0,0,0,2,1,3,2022-04-01,
旭区,14112,中希望が丘保育園,1410051018141,0,0,0,0,0,0,0,2022-04-01,
旭区,14112,キッズビレッジつくし保育園,1410051016830,0,0,0,0,0,0,0,2022-04-01,
旭区,14112,善部保育園,1410051019263,0,0,0,0,0,1,1,2022-04-01,
旭区,14112,夢のつぼみ保育園,1410051014199,0,0,0,0,0,0,0,2022-04-01,
旭区,14112,横浜あさひ中央保育園,1410051025963,0,0,0,1,0,0,1,2022-04-01,
旭区,14112,つぼみ保育園,1410051016897,0,0,0,1,1,1,3,2022-04-01,
旭区,14112,三ツ境たんぽぽ保育園,1410051024636,0,0,0,1,1,2,4,2022-04-01,
旭区,14112,わかばの森保育園,1410051014215,-,0,0,1,1,2,4,2022-04-01,
旭区,14112,認定こども園やつはしキッズ　八ッ橋幼稚園,1410051020543,0,0,0,1,0,0,1,2022-04-01,
旭区,14112,認定こども園二俣川幼稚園,1410051022473,0,0,0,0,0,0,0,2022-04-01,
旭区,14112,認定こども園　希望ヶ丘幼稚園・希望ヶ丘保育園,1410051025070,0,0,0,0,0,0,0,2022-04-01,
旭区,14112,認定こども園　オーセルわかば幼稚園,1410051025211,-,0,1,4,0,2,7,2022-04-01,
旭区,14112,認定こども園　若葉台こども園,1410051027290,4,0,0,3,1,4,12,2022-04-01,
旭区,14112,川井宿幼保連携型認定こども園,1410051027308,-,0,0,1,0,0,1,2022-04-01,
旭区,14112,おれんじハウス二俣川保育園,1410052002888,0,0,1,-,-,-,1,2022-04-01,
旭区,14112,保育室　ひかり,1410052003340,0,2,3,-,-,-,5,2022-04-01,
旭区,14112,ちゃいれっく　上白根保育室,1410052003308,0,0,1,-,-,-,1,2022-04-01,
旭区,14112,あさひすまいる保育園,1410052004793,0,0,0,-,-,-,0,2022-04-01,
旭区,14112,旭ローズ保育園,1410052003209,0,0,0,-,-,-,0,2022-04-01,
旭区,14112,ＳＡＦＡＲＩ　ＫＩＤ保育園,1410052004777,0,0,0,-,-,-,0,2022-04-01,
旭区,14112,すずらん二俣川保育園,1410052004579,0,0,1,-,-,-,1,2022-04-01,
旭区,14112,マミー保育園二俣川,1410052004710,2,0,2,-,-,-,4,2022-04-01,
旭区,14112,とこちゃん☆みっつ保育園,1410052004728,0,1,0,-,-,-,1,2022-04-01,
旭区,14112,ハニービー保育園,1410052004801,0,0,0,-,-,-,0,2022-04-01,
旭区,14112,保育園スマイルキッズ二俣川駅前,1410052005238,0,0,0,-,-,-,0,2022-04-01,
旭区,14112,横濱あんじゅ小規模保育園,1410052005527,0,0,0,-,-,-,0,2022-04-01,
旭区,14112,スマイルビー保育園,1410052005717,-,0,0,-,-,-,0,2022-04-01,
旭区,14112,ぱぷりか保育園　鶴ヶ峰,1410052005709,-,0,1,-,-,-,1,2022-04-01,
旭区,14112,タドラーキッズ,1410052004066,0,,,-,-,-,0,2022-04-01,
旭区,14112,前島保育室,1410052003811,2,,,-,-,-,2,2022-04-01,
旭区,14112,みうら家庭保育室,1410052003829,-,0,,-,-,-,0,2022-04-01,
旭区,14112,ひより保育室,1410052005378,0,,,-,-,-,0,2022-04-01,
磯子区,14107,あっぷる滝頭保育園,1410051026987,3,0,0,0,1,0,4,2022-04-01,
磯子区,14107,東滝頭保育園,1410051018968,0,0,0,0,3,0,3,2022-04-01,
磯子区,14107,東滝頭保育園　分園,1410051020196,-,0,0,-,-,-,0,2022-04-01,
磯子区,14107,横浜ナーサリー,1410051015501,7,0,0,0,0,0,7,2022-04-01,
磯子区,14107,岡村幼児園,1410051023893,-,0,0,1,3,1,5,2022-04-01,
磯子区,14107,金剛保育園,1410051016913,1,0,0,1,0,0,2,2022-04-01,
磯子区,14107,根岸星の子保育園,1410051015493,0,0,0,0,0,0,0,2022-04-01,
磯子区,14107,原町星の子保育園,1410051018158,-,0,0,0,0,0,0,2022-04-01,
磯子区,14107,西町星の子保育園,1410051024560,0,0,0,0,0,1,1,2022-04-01,
磯子区,14107,太陽の子　磯子保育園,1410051016947,1,0,0,1,3,0,5,2022-04-01,
磯子区,14107,ヨコハマみらい保育園,1410051023547,5,0,0,0,0,1,6,2022-04-01,
磯子区,14107,磯子おひさま保育園,1410051016988,5,1,0,2,0,1,9,2022-04-01,
磯子区,14107,横浜おひさま保育園,1410051024826,0,0,0,0,0,0,0,2022-04-01,
磯子区,14107,にじいろ保育園　磯子,1410051015519,1,0,0,0,0,0,1,2022-04-01,
磯子区,14107,キッズガーデン横浜磯子,1410051024818,0,0,0,1,0,1,2,2022-04-01,
磯子区,14107,日枝幼児園,1410051014223,-,5,1,5,3,6,20,2022-04-01,
磯子区,14107,グローバルキッズ磯子保育園,1410051025575,0,0,0,0,1,0,1,2022-04-01,
磯子区,14107,太陽の子　磯子第二保育園,1410051024073,0,0,0,0,1,1,2,2022-04-01,
磯子区,14107,汐見台愛育園,1410051015469,0,0,1,2,1,0,4,2022-04-01,
磯子区,14107,ペガサスわくわくランド,1410051015204,3,0,3,0,1,2,9,2022-04-01,
磯子区,14107,森幼児園,1410051019917,3,1,1,4,1,0,10,2022-04-01,
磯子区,14107,屏風ヶ浦はるかぜ保育園,1410051014843,0,0,0,0,0,0,0,2022-04-01,
磯子区,14107,屏風ゆめの森保育園,1410051023596,0,0,0,0,0,0,0,2022-04-01,
磯子区,14107,屏風ヶ浦保育園,1410051016962,0,0,1,1,1,2,5,2022-04-01,
磯子区,14107,新杉田のびのび保育園,1410051016921,0,1,0,0,0,0,1,2022-04-01,
磯子区,14107,にじいろ保育園　新杉田,1410051015477,0,0,0,0,0,0,0,2022-04-01,
磯子区,14107,杉田幼児園,1410051016939,-,0,0,0,0,0,0,2022-04-01,
磯子区,14107,杉田保育園,1410051025815,-,0,1,0,0,0,1,2022-04-01,
磯子区,14107,つくしんぼ保育園,1410051016954,0,0,0,0,0,0,0,2022-04-01,
磯子区,14107,アスク新杉田保育園,1410051015196,0,0,0,0,1,2,3,2022-04-01,
磯子区,14107,アスク新杉田駅前保育園,1410051019610,0,0,0,0,1,1,2,2022-04-01,
磯子区,14107,キッズパートナー磯子中原,1410051025625,0,0,0,0,0,0,0,2022-04-01,
磯子区,14107,洋光台保育園,1410051014231,-,0,0,0,0,0,0,2022-04-01,
磯子区,14107,にじいろ保育園　洋光台,1410051015485,0,0,0,0,0,0,0,2022-04-01,
磯子区,14107,やべのファミリールーム,1410051023463,0,0,1,0,1,0,2,2022-04-01,
磯子区,14107,洋光台第二保育園,1410051018976,0,0,2,1,0,1,4,2022-04-01,
磯子区,14107,スターチャイルド≪洋光台ナーサリー≫,1410051025609,0,0,0,0,0,2,2,2022-04-01,
磯子区,14107,洋光台中央福澤保育センター,1410051016970,0,0,0,0,0,0,0,2022-04-01,
磯子区,14107,根岸すみれ保育園,1410052005097,0,0,0,-,-,-,0,2022-04-01,
磯子区,14107,根岸サンフラワー保育園,1410052005543,0,1,0,-,-,-,1,2022-04-01,
磯子区,14107,ベイキッズなのはな保育園,1410052004843,5,0,0,-,-,-,5,2022-04-01,
磯子区,14107,森おひさま保育園,1410052002854,1,0,1,-,-,-,2,2022-04-01,
磯子区,14107,汐見台第二愛育園,1410052003076,1,1,0,-,-,-,2,2022-04-01,
磯子区,14107,岩原保育室,1410052004827,-,0,0,-,-,-,0,2022-04-01,
磯子区,14107,ピノキオ幼児舎 新杉田園,1410052005246,0,0,1,-,-,-,1,2022-04-01,
