【令和４年４月１日時点】　受入可能数,,,,,,,,,,,,
施設所在区,標準地域コード,施設・事業名,施設番号,０歳児,１歳児,２歳児,３歳児,４歳児,５歳児,合計,更新日,
磯子区,14107,みらいつばさ新杉田保育園,1410052005535,0,0,1,-,-,-,1,2022-04-01,
磯子区,14107,チームナーサリーBig　Hug,1410052002896,-,0,0,-,-,-,0,2022-04-01,
磯子区,14107,チームナーサリーBig　Hug２,1410052002904,-,0,0,-,-,-,0,2022-04-01,
磯子区,14107,くろかわ保育室,1410052003654,0,0,1,-,-,-,1,2022-04-01,
金沢区,14108,とみおかスマイル保育園,1410051017069,1,1,0,1,0,0,3,2022-04-01,
金沢区,14108,あい保育園富岡東,1410051017010,2,0,0,0,0,0,2,2022-04-01,
金沢区,14108,金沢ふたば保育園,1410051015527,0,0,0,2,0,1,3,2022-04-01,
金沢区,14108,横浜市並木保育園,1410051018984,4,2,1,1,0,5,13,2022-04-01,
金沢区,14108,並木第二保育園,1410051025252,0,1,0,1,2,7,11,2022-04-01,
金沢区,14108,わらべシーサイド保育園,1410051017085,0,0,0,0,0,0,0,2022-04-01,
金沢区,14108,ちゃいれっく　並木二丁目保育室,1410052003316,-,2,4,-,-,-,6,2022-04-01,
金沢区,14108,ビアレ横浜スマイル保育園,1410051014868,2,0,0,2,0,0,4,2022-04-01,
金沢区,14108,しののめ並木保育園,1410051015535,6,1,0,2,3,2,14,2022-04-01,
金沢区,14108,アイン能見台駅前保育園,1410051018174,3,0,0,0,1,0,4,2022-04-01,
金沢区,14108,マミングステーション,1410052005048,0,4,1,-,-,-,5,2022-04-01,
金沢区,14108,きらら保育園,1410051018190,1,0,0,0,2,0,3,2022-04-01,
金沢区,14108,ＹＭＣＡマナ保育園,1410051017002,3,0,0,0,1,0,4,2022-04-01,
金沢区,14108,きらら子どもの家,1410051017044,0,0,0,0,0,0,0,2022-04-01,
金沢区,14108,金沢ぴよっこ保育園,1410051014850,0,0,0,0,0,0,0,2022-04-01,
金沢区,14108,西柴保育園,1410051014249,3,0,0,1,5,1,10,2022-04-01,
金沢区,14108,あおぞら谷津保育園,1410051018182,0,0,0,0,0,2,2,2022-04-01,
金沢区,14108,スターチャイルド≪金沢文庫ナーサリー≫,1410051018620,0,0,0,0,0,0,0,2022-04-01,
金沢区,14108,京急キッズランド金沢文庫保育園,1410051017051,1,0,0,0,0,0,1,2022-04-01,
金沢区,14108,＋Ｕすくすくキッズ園,1410052003134,2,2,0,-,-,-,4,2022-04-01,
金沢区,14108,横浜市金沢さくら保育園,1410051020204,4,0,0,0,0,2,6,2022-04-01,
金沢区,14108,アイン金沢文庫保育園,1410051018166,0,0,0,0,1,0,1,2022-04-01,
金沢区,14108,にじいろ保育園金沢文庫,1410051015550,4,0,1,0,0,0,5,2022-04-01,
金沢区,14108,フレンド金沢文庫保育園,1410051015584,4,0,0,-,-,-,4,2022-04-01,
金沢区,14108,にじいろ保育園釜利谷,1410051015543,3,0,0,1,2,0,6,2022-04-01,
金沢区,14108,明日葉保育園金沢文庫園,1410051026474,0,0,0,0,1,0,1,2022-04-01,
金沢区,14108,マミーズエンジェル金沢文庫駅前保育園,1410051019826,0,0,0,3,1,1,5,2022-04-01,
金沢区,14108,横浜市釜利谷保育園,1410051020212,-,0,0,6,1,1,8,2022-04-01,
金沢区,14108,おひさま保育室,1410052004041,1,1,1,-,-,-,3,2022-04-01,
金沢区,14108,しののめ保育園,1410051018208,0,0,0,0,0,0,0,2022-04-01,
金沢区,14108,金沢愛児園,1410051019362,5,0,0,0,1,2,8,2022-04-01,
金沢区,14108,聖星保育園,1410051017077,4,2,0,0,0,0,6,2022-04-01,
金沢区,14108,わかくさ保育園,1410051015576,0,0,0,2,0,0,2,2022-04-01,
金沢区,14108,明徳釜利谷保育園,1410051015568,0,0,1,0,2,0,3,2022-04-01,
金沢区,14108,金沢白百合幼稚園,1410051025732,-,0,0,0,0,0,0,2022-04-01,
金沢区,14108,かのん保育園,1410051018612,0,0,0,0,0,4,4,2022-04-01,
金沢区,14108,北六浦いちい保育園,1410051017036,-,1,0,2,1,3,7,2022-04-01,
金沢区,14108,コンビプラザ金沢八景保育園,1410051023653,3,3,1,3,4,3,17,2022-04-01,
金沢区,14108,金沢八景ＹＭＣＡ保育園,1410051016996,0,0,0,0,0,0,0,2022-04-01,
金沢区,14108,ひかりとたねの保育園,1410051027027,6,0,0,0,0,0,6,2022-04-01,
金沢区,14108,ゆめ和柳町ほいくえん,1410051014876,1,0,1,0,0,0,2,2022-04-01,
金沢区,14108,関東学院六浦こども園,1410051020485,2,1,0,3,0,0,6,2022-04-01,
金沢区,14108,横浜市南六浦保育園,1410051020220,0,0,0,1,1,1,3,2022-04-01,
金沢区,14108,ゆめ和ほいくえん,1410051014256,2,1,0,2,0,1,6,2022-04-01,
金沢区,14108,家庭的保育室　マリン,1410052002821,-,0,0,-,-,-,0,2022-04-01,
港北区,14109,下田みんなの保育園,1410051024248,-,0,0,0,0,0,0,2022-04-01,
港北区,14109,グローバルキッズ下田町園,1410051015659,-,0,0,0,0,0,0,2022-04-01,
港北区,14109,グローバルキッズ日吉園,1410051015675,0,0,0,0,2,0,2,2022-04-01,
港北区,14109,太陽の子　日吉保育園,1410051014280,1,0,0,0,0,2,3,2022-04-01,
港北区,14109,日吉みんなの保育園,1410051017184,0,0,1,0,0,0,1,2022-04-01,
港北区,14109,日吉ちとせ保育園,1410051027126,-,0,0,0,4,5,9,2022-04-01,
港北区,14109,ベネッセ　日吉保育園,1410051014918,0,0,0,0,0,0,0,2022-04-01,
港北区,14109,日吉こども園,1410051018638,0,0,0,0,0,1,1,2022-04-01,
港北区,14109,みらいく矢上園,1410051025989,1,0,0,3,3,2,9,2022-04-01,
港北区,14109,ブライト保育園横浜日吉,1410051024024,0,0,0,0,1,0,1,2022-04-01,
港北区,14109,グローバルキッズ日吉五丁目園,1410051027043,3,0,0,7,7,4,21,2022-04-01,
港北区,14109,くっくおさんぽ保育園,1410051015634,0,0,0,0,0,0,0,2022-04-01,
港北区,14109,アスク日吉東保育園,1410051017101,0,0,0,0,2,0,2,2022-04-01,
港北区,14109,アスク日吉本町開善保育園,1410051018216,0,0,0,0,1,0,1,2022-04-01,
港北区,14109,アスク日吉本町第二保育園,1410051014884,0,0,0,0,1,0,1,2022-04-01,
港北区,14109,Gakkenほいくえん日吉本町,1410051018232,0,0,0,0,0,0,0,2022-04-01,
港北区,14109,横浜りとるぱんぷきんず,1410051014306,0,0,0,0,0,0,0,2022-04-01,
港北区,14109,横浜市南日吉保育園,1410051019024,0,0,0,0,0,1,1,2022-04-01,
港北区,14109,みらいく日吉本町園,1410051024487,2,0,2,-,-,-,4,2022-04-01,
港北区,14109,日吉夢保育園,1410051018240,0,0,0,0,2,0,2,2022-04-01,
港北区,14109,ヴィラ日吉こども園,1410051027134,0,0,0,0,2,2,4,2022-04-01,
港北区,14109,小学館アカデミーひよし保育園,1410051014272,0,0,0,0,0,0,0,2022-04-01,
港北区,14109,アスクみのわ保育園,1410051024974,0,0,0,0,0,0,0,2022-04-01,
港北区,14109,にじいろ保育園日吉,1410051026003,0,0,0,0,0,1,1,2022-04-01,
港北区,14109,社会福祉法人春献美会みのわのぞみ保育園,1410051023877,-,0,0,0,0,0,0,2022-04-01,
港北区,14109,木下の保育園日吉,1410051026730,0,0,0,0,2,5,7,2022-04-01,
港北区,14109,みらいく高田園,1410051024578,3,0,1,3,0,0,7,2022-04-01,
港北区,14109,たかた保育園,1410051014959,0,0,0,3,1,0,4,2022-04-01,
港北区,14109,トゥインクルキッズ高田保育園,1410051027159,-,0,0,2,2,0,4,2022-04-01,
港北区,14109,ケンパ高田,1410051014900,0,0,0,1,0,3,4,2022-04-01,
港北区,14109,パレット保育園・高田,1410051015758,0,0,0,0,0,0,0,2022-04-01,
港北区,14109,あい保育園高田東,1410051017242,1,0,0,1,0,1,3,2022-04-01,
港北区,14109,ブライト保育園横浜綱島,1410051023976,0,0,1,1,2,1,5,2022-04-01,
港北区,14109,森のエルマー保育園,1410051017218,2,0,0,1,1,0,4,2022-04-01,
港北区,14109,めぐみ保育園,1410051014942,0,0,1,2,0,2,5,2022-04-01,
港北区,14109,港北コスモス保育園,1410051025807,0,0,0,1,0,0,1,2022-04-01,
港北区,14109,スターチャイルド≪新吉田ナーサリー≫,1410051023984,2,0,1,2,1,2,8,2022-04-01,
港北区,14109,コビープリスクールつなしま,1410051024016,0,0,0,0,2,0,2,2022-04-01,
港北区,14109,ベネッセ　綱島台保育園,1410051023992,0,0,0,0,1,0,1,2022-04-01,
港北区,14109,パレット保育園・綱島,1410051015691,0,0,0,0,0,1,1,2022-04-01,
港北区,14109,第二尚花愛児園,1410051019644,0,0,1,0,0,0,1,2022-04-01,
港北区,14109,ウッズ保育園,1410051025427,0,0,0,2,0,0,2,2022-04-01,
港北区,14109,尚花愛児園,1410051015220,1,0,1,0,0,0,2,2022-04-01,
港北区,14109,にじいろ保育園綱島,1410051015683,2,0,0,0,0,0,2,2022-04-01,
港北区,14109,保育室プリンプリンROOM,1410051027233,-,0,0,0,0,0,0,2022-04-01,
港北区,14109,スターチャイルド≪綱島ナーサリー≫,1410051027142,0,0,0,0,2,0,2,2022-04-01,
港北区,14109,わかさと保育園,1410051023786,1,0,0,0,0,0,1,2022-04-01,
港北区,14109,綱島こども園,1410051024842,0,1,0,0,0,0,1,2022-04-01,
港北区,14109,はなまる保育園,1410051024602,1,0,5,-,-,-,6,2022-04-01,
港北区,14109,明日葉保育園綱島園,1410051026516,0,0,1,0,1,0,2,2022-04-01,
港北区,14109,ポピンズナーサリースクール綱島,1410051024255,0,0,0,0,0,0,0,2022-04-01,
港北区,14109,マイ・ハート綱島東保育園,1410051014298,0,0,0,0,1,1,2,2022-04-01,
港北区,14109,Gakkenほいくえん綱島,1410051026623,0,1,0,0,0,9,10,2022-04-01,
港北区,14109,アスクゆめみらい保育園,1410051017119,1,0,0,0,3,0,4,2022-04-01,
港北区,14109,木下の保育園　綱島東,1410051024008,0,0,0,0,1,1,2,2022-04-01,
港北区,14109,キッズパートナー綱島東,1410051025500,0,0,0,0,0,0,0,2022-04-01,
港北区,14109,テンダーラビング保育園綱島東,1410051023760,0,0,0,0,2,0,2,2022-04-01,
港北区,14109,グローバルキッズ綱島園,1410051015667,0,0,0,0,0,1,1,2022-04-01,
港北区,14109,大倉山保育園,1410051015212,2,0,1,0,1,1,5,2022-04-01,
港北区,14109,横浜市大曽根保育園,1410051019016,-,0,1,0,4,6,11,2022-04-01,
港北区,14109,大曽根コスモス保育園,1410051025856,0,0,1,1,1,1,4,2022-04-01,
港北区,14109,おおつな保育園,1410051015618,4,0,4,0,0,0,8,2022-04-01,
港北区,14109,パレット保育園・大倉山,1410051024859,0,0,0,0,2,2,4,2022-04-01,
港北区,14109,大倉山元気の泉保育園,1410051015592,0,0,0,0,0,1,1,2022-04-01,
港北区,14109,ぶれすと綱島ほいくえん,1410051025971,0,0,0,0,1,0,1,2022-04-01,
港北区,14109,ぶれすと綱島二階ほいくえん,1410051026680,0,0,1,2,0,13,16,2022-04-01,
港北区,14109,小学館アカデミーつなしま保育園,1410051017143,0,0,0,1,0,0,1,2022-04-01,
港北区,14109,なあな保育園,1410051017176,1,1,0,0,0,0,2,2022-04-01,
港北区,14109,ヒューマンアカデミー大倉山保育園,1410051017267,0,0,1,0,1,3,5,2022-04-01,
港北区,14109,ちいさなたね保育園,1410051025997,0,0,0,0,1,0,1,2022-04-01,
港北区,14109,スターチャイルド≪大倉山ナーサリー≫,1410051025591,2,0,1,2,2,2,9,2022-04-01,
港北区,14109,特定非営利活動法人つばき駅前保育園,1410051027225,-,0,0,1,1,0,2,2022-04-01,
港北区,14109,ララランド大倉山,1410051026029,1,0,1,0,3,4,9,2022-04-01,
港北区,14109,聖保育園第二,1410051024388,6,0,0,0,0,0,6,2022-04-01,
港北区,14109,明日葉保育園大倉山園,1410051026466,0,0,0,0,1,1,2,2022-04-01,
港北区,14109,森の樹保育園,1410051015741,4,3,1,1,4,2,15,2022-04-01,
港北区,14109,おおくらやまえきまえのぞみ保育園,1410051015600,2,0,0,0,0,0,2,2022-04-01,
港北区,14109,聖保育園,1410051015725,8,1,3,0,3,1,16,2022-04-01,
港北区,14109,天才キッズクラブ楽学館大倉山園,1410051025468,0,0,0,1,0,0,1,2022-04-01,
港北区,14109,グローバルキッズ大倉山園,1410051026037,0,0,0,1,5,3,9,2022-04-01,
港北区,14109,アスク大倉山保育園,1410051017093,5,0,0,2,1,0,8,2022-04-01,
港北区,14109,横浜市太尾保育園,1410051019040,5,0,0,0,4,0,9,2022-04-01,
港北区,14109,わおわお大倉山保育園,1410051017226,2,1,4,2,0,1,10,2022-04-01,
港北区,14109,くっくおさんぽ保育園大倉山,1410051015642,6,0,1,1,2,3,13,2022-04-01,
港北区,14109,たんぽぽ保育園,1410051017275,1,0,0,0,1,2,4,2022-04-01,
港北区,14109,くっくおさんぽ保育園ふとお,1410051019628,-,2,2,1,7,2,14,2022-04-01,
港北区,14109,おおつな森の保育園,1410051015626,-,-,0,0,0,0,0,2022-04-01,
港北区,14109,オハナ新羽保育園,1410051014892,2,0,0,1,0,1,4,2022-04-01,
港北区,14109,新羽どろんこ保育園,1410051017259,0,0,0,0,1,2,3,2022-04-01,
港北区,14109,キディ大倉山・横浜,1410051025641,0,0,2,1,1,2,6,2022-04-01,
港北区,14109,まめどくれっしゅ,1410051017200,0,0,1,2,0,1,4,2022-04-01,
港北区,14109,パレット保育園・大豆戸,1410051019669,4,0,1,0,1,1,7,2022-04-01,
港北区,14109,キッズラディ,1410051026789,0,0,2,1,5,0,8,2022-04-01,
港北区,14109,大豆戸どろんこ保育園,1410051019651,0,0,1,0,0,0,1,2022-04-01,
港北区,14109,ペガサスベビー保育園,1410051018265,8,0,-,-,-,-,8,2022-04-01,
港北区,14109,岩崎学園新横浜保育園,1410051017135,1,0,0,4,5,1,11,2022-04-01,
港北区,14109,ベネッセ　新横浜保育園,1410051024594,0,0,0,0,1,0,1,2022-04-01,
港北区,14109,クレシュ新横浜,1410051024693,5,0,0,1,5,7,18,2022-04-01,
港北区,14109,岩崎学園新横浜第二保育園,1410051017127,5,0,4,2,0,3,14,2022-04-01,
港北区,14109,ペガサス新横浜保育園,1410051018257,1,0,3,1,5,3,13,2022-04-01,
港北区,14109,ペガサス夜間保育園,1410051018273,0,0,0,0,0,0,0,2022-04-01,
港北区,14109,キッズパートナー小机,1410051024586,0,0,0,1,1,0,2,2022-04-01,
港北区,14109,ポピンズナーサリースクール小机,1410051019289,0,0,0,0,1,0,1,2022-04-01,
港北区,14109,光の園アンティー保育園,1410051024230,0,0,0,1,0,0,1,2022-04-01,
港北区,14109,リトルスカラー妙蓮寺保育園,1410051018281,1,0,0,1,0,0,2,2022-04-01,
港北区,14109,横浜市菊名保育園,1410051019032,0,0,2,0,0,1,3,2022-04-01,
港北区,14109,菊名愛児園,1410051014264,0,0,6,0,5,6,17,2022-04-01,
港北区,14109,グローバルキッズ菊名園,1410051024198,0,1,0,2,0,3,6,2022-04-01,
港北区,14109,光の園第二保育園,1410051025476,0,0,0,1,1,0,2,2022-04-01,
港北区,14109,うみのくに保育園きくな,1410051019636,0,0,0,3,1,1,5,2022-04-01,
港北区,14109,菊名こども園,1410051026011,0,0,0,1,2,0,3,2022-04-01,
港北区,14109,光の園保育園,1410051015709,0,0,0,0,1,1,2,2022-04-01,
港北区,14109,マーマしのはら保育園,1410051014934,0,0,0,2,3,1,6,2022-04-01,
港北区,14109,第二福澤保育センター,1410051017168,0,0,1,0,4,1,6,2022-04-01,
港北区,14109,ぶれすと新横浜ほいくえん,1410051026631,0,0,0,0,3,11,14,2022-04-01,
港北区,14109,パレット保育園・妙蓮寺,1410051025633,0,0,0,1,0,0,1,2022-04-01,
港北区,14109,横浜市港北保育園,1410051019008,1,0,0,0,4,0,5,2022-04-01,
港北区,14109,ベイキッズ星の森保育園,1410052004355,0,0,0,-,-,-,0,2022-04-01,
港北区,14109,くじら保育園,1410052004371,1,0,0,-,-,-,1,2022-04-01,
港北区,14109,もしもしのほし日吉保育園,1410052005733,0,0,2,-,-,-,2,2022-04-01,
港北区,14109,スターチス日吉保育園,1410052002771,1,0,2,-,-,-,3,2022-04-01,
港北区,14109,ジャンプ保育園,1410052004470,-,0,4,-,-,-,4,2022-04-01,
港北区,14109,みらいこうほく保育園,1410052005691,0,0,0,-,-,-,0,2022-04-01,
港北区,14109,キッズパートナー日吉,1410052003233,1,0,0,-,-,-,1,2022-04-01,
港北区,14109,日吉チューリップルーム,1410052004074,0,0,0,-,-,-,0,2022-04-01,
港北区,14109,ルリ保育園日吉,1410052005261,0,0,0,-,-,-,0,2022-04-01,
港北区,14109,保育室テックテックROOM,1410052005725,-,0,2,-,-,-,2,2022-04-01,
港北区,14109,尚花ぞうさん保育室,1410052004264,0,0,0,-,-,-,0,2022-04-01,
港北区,14109,ばばほいくしつ綱島,1410052005683,0,1,0,-,-,-,1,2022-04-01,
港北区,14109,キッズパートナー綱島,1410052004686,1,0,0,-,-,-,1,2022-04-01,
港北区,14109,天才キッズクラブ楽遊館綱島園,1410052004389,1,0,0,-,-,-,1,2022-04-01,
港北区,14109,preschool ALICE Clover,1410052005824,0,0,0,-,-,-,0,2022-04-01,
港北区,14109,グローバルキッズ綱島ＳＳＴ保育園,1410052004868,0,0,0,-,-,-,0,2022-04-01,
港北区,14109,Ｌｕｃｅ陽だまりの家保育園綱島,1410052003423,0,0,1,-,-,-,1,2022-04-01,
港北区,14109,きゅーぴーるーむ大倉山園,1410052005253,2,0,2,-,-,-,4,2022-04-01,
港北区,14109,キッズパートナー大倉山,1410052002714,2,3,4,-,-,-,9,2022-04-01,
港北区,14109,ほわいと保育園　きくな,1410052005030,1,1,0,-,-,-,2,2022-04-01,
港北区,14109,港北こども園,1410052002912,3,1,1,-,-,-,5,2022-04-01,
港北区,14109,ピッコロ・グランデ新横浜,1410052003043,0,0,0,-,-,-,0,2022-04-01,
港北区,14109,小規模保育事業ＭＩＲＡｉｏ新横浜,1410052003431,0,2,1,-,-,-,3,2022-04-01,
港北区,14109,フェアリーテイルそら,1410052005188,3,3,2,-,-,-,8,2022-04-01,
港北区,14109,キッズラボ菊名園,1410052005469,1,7,4,-,-,-,12,2022-04-01,
港北区,14109,Ｌｕｃｅ陽だまりの家保育園,1410052003514,1,0,1,-,-,-,2,2022-04-01,
港北区,14109,佐藤保育室,1410052004025,0,0,0,-,-,-,0,2022-04-01,
港北区,14109,ローズ保育園,1410052004058,-,0,0,-,-,-,0,2022-04-01,
港北区,14109,しんよしだこども園,1410051026581,0,0,0,5,0,2,7,2022-04-01,
港北区,14109,認定こども園　高木学園附属幼稚園,1410051021780,-,-,-,2,0,0,2,2022-04-01,
港北区,14109,新羽幼稚園,1410051026854,-,-,-,0,0,0,0,2022-04-01,
港北区,14109,認定こども園しのはら幼稚園,1410051027316,-,-,-,1,1,2,4,2022-04-01,
港北区,14109,幼保連携型認定こども園岸根こども園,1410051026243,2,0,6,2,2,3,15,2022-04-01,
緑区,14113,福澤保育センター,1410051019925,0,0,0,0,6,0,6,2022-04-01,
緑区,14113,そよかぜ保育園,1410051017317,0,0,0,0,2,0,2,2022-04-01,
緑区,14113,さくらの郷みらい保育園,1410051014967,0,0,0,0,0,0,0,2022-04-01,
緑区,14113,鴨居こども園,1410051018653,0,0,0,0,2,0,2,2022-04-01,
緑区,14113,太陽の子　鴨居駅前保育園,1410051017325,0,0,0,0,1,1,2,2022-04-01,
緑区,14113,スターチャイルド≪鴨居ナーサリー≫,1410051025518,0,0,0,0,0,0,0,2022-04-01,
緑区,14113,たけやまの森保育園,1410051027506,4,0,0,3,1,0,8,2022-04-01,
緑区,14113,横浜市鴨居保育園,1410051019081,0,0,0,0,4,1,5,2022-04-01,
緑区,14113,みらいつぼみ保育園,1410052002987,-,0,0,-,-,-,0,2022-04-01,
緑区,14113,保育所マナマナハウス,1410052003027,-,0,0,-,-,-,0,2022-04-01,
緑区,14113,マームゆりかご　かもい保育園,1410052004959,0,0,0,-,-,-,0,2022-04-01,
緑区,14113,倉山保育室,1410052003886,-,1,0,-,-,-,1,2022-04-01,
緑区,14113,青砥どんぐり保育園,1410051017283,0,0,0,0,0,0,0,2022-04-01,
緑区,14113,中山こども園,1410051018695,0,0,2,2,0,0,4,2022-04-01,
緑区,14113,やまゆり中山保育園,1410051018299,0,0,0,0,1,1,2,2022-04-01,
緑区,14113,小山保育園,1410051017291,0,0,0,1,0,0,1,2022-04-01,
緑区,14113,みどり寺山保育園,1410051015006,0,0,0,1,0,0,1,2022-04-01,
緑区,14113,寺山保育園,1410051014322,0,0,4,0,2,0,6,2022-04-01,
緑区,14113,わらべうた中山保育園,1410051025245,1,0,1,1,0,0,3,2022-04-01,
緑区,14113,森の台保育園,1410051014371,1,0,0,0,0,0,1,2022-04-01,
緑区,14113,小学館アカデミーなかやま保育園,1410051017309,0,0,0,0,1,1,2,2022-04-01,
緑区,14113,スターチャイルド≪中山ナーサリー≫,1410051019685,0,0,0,0,0,0,0,2022-04-01,
緑区,14113,おひさますまいる保育園,1410051024107,0,0,0,0,0,3,3,2022-04-01,
緑区,14113,にじいろ保育園中山,1410051026045,-,0,0,0,0,0,0,2022-04-01,
緑区,14113,すまいる保育園,1410052002748,0,0,0,-,-,-,0,2022-04-01,
緑区,14113,にこにこすまいる園,1410052004298,1,0,0,-,-,-,1,2022-04-01,
緑区,14113,といろきっず中山保育園,1410052003175,0,0,0,-,-,-,0,2022-04-01,
緑区,14113,ひまわり中山駅前保育園,1410052004132,1,0,2,-,-,-,3,2022-04-01,
緑区,14113,小さな保育園　ままのて,1410052004595,0,0,0,-,-,-,0,2022-04-01,
緑区,14113,新治保育園,1410051017333,0,1,0,1,0,1,3,2022-04-01,
緑区,14113,みどりさくら保育園,1410051017358,2,0,0,0,0,0,2,2022-04-01,
緑区,14113,ポピンズナーサリースクール十日市場駅前,1410051027068,2,0,0,0,2,0,4,2022-04-01,
緑区,14113,ポピンズナーサリースクール横浜十日市場,1410051025526,0,0,0,0,0,0,0,2022-04-01,
緑区,14113,グローバルキッズ十日市場園,1410051015766,2,0,0,0,0,2,4,2022-04-01,
緑区,14113,十日市場こども園,1410051018661,1,0,0,0,0,0,1,2022-04-01,
緑区,14113,ヴィラ十日市場こども園,1410051018679,0,0,0,0,1,1,2,2022-04-01,
緑区,14113,バオバブ霧が丘保育園,1410051017341,0,0,0,0,0,2,2,2022-04-01,
緑区,14113,横浜市十日市場保育園,1410051019057,6,0,1,0,9,12,28,2022-04-01,
緑区,14113,みどりひよこ園,1410052003415,0,0,1,-,-,-,1,2022-04-01,
緑区,14113,ピノキオ保育園十日市場園,1410052003274,-,0,0,-,-,-,0,2022-04-01,
緑区,14113,大澤保育室,1410052003878,-,2,1,-,-,-,3,2022-04-01,
緑区,14113,認定こども園　横浜あすか幼稚園,1410051022689,-,-,-,1,0,1,2,2022-04-01,
緑区,14113,認定こども園　横浜マドカ幼稚園,1410051022705,-,-,-,0,1,0,1,2022-04-01,
緑区,14113,長津田こども園,1410051018687,0,0,0,0,0,0,0,2022-04-01,
緑区,14113,パレット保育園・長津田,1410051014991,0,0,0,0,0,0,0,2022-04-01,
緑区,14113,みなみ台保育園,1410051014330,4,0,0,0,0,1,5,2022-04-01,
緑区,14113,みもざ保育園,1410051014348,2,0,0,3,0,0,5,2022-04-01,
緑区,14113,もりの風保育園,1410051014363,5,0,1,2,1,0,9,2022-04-01,
緑区,14113,もみの木保育園,1410051018307,1,0,0,0,0,0,1,2022-04-01,
緑区,14113,明日葉保育園長津田園,1410051026532,0,0,0,3,0,0,3,2022-04-01,
緑区,14113,太陽の子　長津田北保育園,1410051014389,1,0,0,1,0,0,2,2022-04-01,
緑区,14113,キッズフォレ長津田,1410051017374,0,0,0,0,0,0,0,2022-04-01,
緑区,14113,スターチャイルド≪長津田ナーサリー≫,1410051024032,0,0,0,0,0,0,0,2022-04-01,
緑区,14113,認可保育所どうぞのひろば,1410051018315,0,0,0,0,0,0,0,2022-04-01,
緑区,14113,シャルール保育園,1410051024867,0,0,0,0,0,1,1,2022-04-01,
緑区,14113,横浜市長津田保育園,1410051019065,0,0,0,2,0,2,4,2022-04-01,
緑区,14113,ゆめの実保育園,1410052002979,-,0,1,-,-,-,1,2022-04-01,
緑区,14113,ハッピーシーズ保育園,1410052003522,-,0,0,-,-,-,0,2022-04-01,
緑区,14113,ハッピーシーズりんご園,1410052004272,-,0,0,-,-,-,0,2022-04-01,
緑区,14113,ハッピーシーズくるみ園,1410052005790,-,0,0,-,-,-,0,2022-04-01,
緑区,14113,マームゆりかご　ながつた保育園,1410052005279,-,1,0,-,-,-,1,2022-04-01,
青葉区,14117,横浜市美しが丘保育園,1410051019099,0,0,0,0,5,16,21,2022-04-01,
青葉区,14117,たまプラーザもみじ保育園,1410051015246,0,0,0,0,0,0,0,2022-04-01,
青葉区,14117,アートチャイルドケアろりぽっぷたまプラーザ,1410051015840,0,2,0,0,6,8,16,2022-04-01,
青葉区,14117,青葉フレール保育園,1410051017382,0,0,2,3,0,3,8,2022-04-01,
青葉区,14117,ポピンズナーサリースクールたまプラーザ,1410051027076,3,0,0,2,2,8,15,2022-04-01,
青葉区,14117,パレット保育園・たまプラーザ,1410051015048,0,0,0,0,0,0,0,2022-04-01,
青葉区,14117,小学館アカデミーたまプラーザ保育園,1410051014421,0,1,1,4,5,7,18,2022-04-01,
青葉区,14117,ニチイキッズ美しが丘保育園,1410051015030,0,0,0,1,5,5,11,2022-04-01,
青葉区,14117,たまプラーザ　こどもの詩保育園,1410051014462,0,0,0,0,3,2,5,2022-04-01,
青葉区,14117,スターチャイルド≪たまプラーザナーサリー≫,1410051018349,0,0,0,1,0,0,1,2022-04-01,
青葉区,14117,美しが丘どろんこ保育園,1410051019719,0,0,0,0,5,4,9,2022-04-01,
青葉区,14117,グローバルキッズたまプラーザ保育園,1410051019701,0,0,0,0,2,0,2,2022-04-01,
青葉区,14117,木下の保育園　たまプラーザ,1410051024529,0,0,0,4,1,0,5,2022-04-01,
青葉区,14117,たまプラーザ小桜愛児園,1410051024875,1,0,1,3,4,6,15,2022-04-01,
青葉区,14117,グローバルキッズ美しが丘保育園,1410051025658,1,1,0,1,5,1,9,2022-04-01,
青葉区,14117,京進のほいくえんＨＯＰＰＡたまプラーザ,1410051026300,0,0,0,4,5,4,13,2022-04-01,
青葉区,14117,たまプラーザぽんた保育園,1410052004744,1,1,0,-,-,-,2,2022-04-01,
青葉区,14117,といろきっずたまプラーザ保育園,1410052004975,2,0,0,-,-,-,2,2022-04-01,
青葉区,14117,たまプラーザベビーリー乳幼児室,1410052004991,2,1,1,-,-,-,4,2022-04-01,
青葉区,14117,横浜市すすき野保育園,1410051020253,4,0,1,2,1,11,19,2022-04-01,
青葉区,14117,小桜愛児園,1410051014405,1,0,5,0,1,1,8,2022-04-01,
青葉区,14117,シャローム保育園,1410051014413,-,0,0,2,3,2,7,2022-04-01,
青葉区,14117,青葉保育園,1410051018323,0,2,0,0,2,1,5,2022-04-01,
青葉区,14117,エンゼルベアあざみ野保育園,1410051017408,0,0,0,2,2,2,6,2022-04-01,
青葉区,14117,グローバルキッズあざみ野園,1410051015857,0,1,2,0,0,0,3,2022-04-01,
青葉区,14117,アスクあざみ野保育園,1410051019370,0,0,1,2,2,1,6,2022-04-01,
青葉区,14117,天才キッズクラブ楽学館あざみ野園,1410051024396,2,1,0,0,0,0,3,2022-04-01,
青葉区,14117,ポピンズナーサリースクールあざみ野,1410051026052,1,0,2,4,1,11,19,2022-04-01,
青葉区,14117,認定こども園あざみ野白ゆり幼稚園,1410051026268,-,0,5,6,1,3,15,2022-04-01,
